License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Billies,Nannies,Kids
2011,316,SUM,12,61,5,5,5,0,0,
2011,320,R,3,21,7,1,0,1,0,
2011,320,SUM,3,21,7,1,0,1,0,
2011,323,N,2,3,2,2,1,1,0,
2011,323,R,23,85,4,16,8,6,1,
2011,323,SUM,25,88,4,18,9,7,1,
2011,324,N,1,2,2,1,1,0,0,
2011,324,R,5,10,2,4,3,1,0,
2011,324,SUM,6,12,2,5,4,1,0,
2011,325,R,3,19,6,2,2,0,0,
2011,325,SUM,3,19,6,2,2,0,0,
2011,326,N,1,6,6,1,1,0,0,
2011,326,R,5,15,3,3,2,1,0,
2011,326,SUM,6,21,4,4,3,1,0,
2011,327,R,4,45,11,3,2,1,0,
2011,327,SUM,4,45,11,3,2,1,0,
2011,328,R,2,13,7,2,2,0,0,
2011,328,SUM,2,13,7,2,2,0,0,
2011,329,N,2,4,2,2,2,0,0,
2011,329,R,22,96,4,17,11,6,0,
2011,329,SUM,24,100,4,19,13,6,0,
2011,330,R,6,26,4,5,5,0,0,
2011,330,SUM,6,26,4,5,5,0,0,
2011,331,R,2,6,6,2,2,0,0,
2011,331,SUM,2,6,6,2,2,0,0,
2011,362,R,6,25,4,4,1,3,0,
2011,362,SUM,6,25,4,4,1,3,0,
2011,393,N,0,0,0,0,0,0,0,
2011,393,R,4,22,6,4,3,1,0,
2011,393,SUM,4,22,6,4,3,1,0,
2011,414,R,1,11,11,0,0,0,0,
2011,414,SUM,1,11,11,0,0,0,0,
2011,415,R,3,22,7,3,1,2,0,
2011,415,SUM,3,22,7,3,1,2,0,
2011,442,R,1,1,1,1,0,1,0,
2011,442,SUM,1,1,1,1,0,1,0,
2011,447,R,2,3,2,2,1,1,0,
2011,447,SUM,2,3,2,2,1,1,0,
2011,451,R,1,10,10,1,1,0,0,
2011,451,SUM,1,10,10,1,1,0,0,
2011,460,R,6,33,6,5,5,0,0,
2011,460,SUM,6,33,6,5,5,0,0,
2011,514,R,2,7,4,1,0,1,0,
2011,514,SUM,2,7,4,1,0,1,0,
2011,517,R,4,25,6,1,0,1,0,
2011,517,SUM,4,25,6,1,0,1,0,
2011,518,R,3,30,10,2,0,2,0,
2011,518,SUM,3,30,10,2,0,2,0,
2011,519,R,1,10,10,1,1,0,0,
2011,519,SUM,1,10,10,1,1,0,0,
2011,Reg_1,N,1,8,8,0,0,0,0,
2011,Reg_1,R,21,171,8,13,10,2,0,
2011,Reg_1,SUM,22,179,8,13,10,2,0,
2011,Reg_2,N,1,11,11,1,1,0,0,
2011,Reg_2,R,9,124,14,4,3,0,0,
2011,Reg_2,SUM,10,135,14,5,4,0,0,
2011,Reg_3,N,14,42,3,12,10,2,0,
2011,Reg_3,R,180,890,5,126,83,39,1,
2011,Reg_3,SUM,194,932,5,139,94,41,1,
2011,Reg_4,R,14,80,6,12,8,4,0,
2011,Reg_4,SUM,14,80,6,12,8,4,0,
2011,Reg_5,R,10,72,7,5,1,4,0,
2011,Reg_5,SUM,10,72,7,5,1,4,0,
2011,State,N,17,67,4,13,11,2,0,
2011,State,R,235,1345,6,160,105,49,1,
2011,State,SUM,252,1412,6,174,117,51,1,
2012,100,R,6,44,9,5,5,0,0,
2012,100,SUM,6,44,9,5,5,0,0,
2012,101,R,2,4,2,0,0,0,0,
2012,101,SUM,2,4,2,0,0,0,0,
2012,131,R,2,9,5,1,1,0,0,
2012,131,SUM,2,9,5,1,1,0,0,
2012,132,R,2,16,8,2,1,1,0,
2012,132,SUM,2,16,8,2,1,1,0,
2012,133,R,2,6,3,1,1,0,0,
2012,133,SUM,2,6,3,1,1,0,0,
2012,134,N,1,5,5,1,0,1,0,
2012,134,SUM,1,5,5,1,0,1,0,
2012,140,R,2,19,10,2,1,1,0,
2012,140,SUM,2,19,10,2,1,1,0,
2012,141,R,2,7,4,2,0,2,0,
2012,141,SUM,2,7,4,2,0,2,0,
2012,142,R,0,0,0,0,0,0,0,
2012,142,SUM,0,0,0,0,0,0,0,
2012,150,R,2,8,4,2,1,1,0,
2012,150,SUM,2,8,4,2,1,1,0,
2012,151,R,1,11,11,1,1,0,0,
2012,151,SUM,1,11,11,1,1,0,0,
2012,240,R,2,15,8,1,1,0,0,
2012,240,SUM,2,15,8,1,1,0,0,
2012,312,R,7,55,8,2,1,1,0,
2012,312,SUM,7,55,8,2,1,1,0,
2012,313,N,8,27,3,7,6,1,0,
2012,313,R,68,272,4,57,38,19,0,
2012,313,SUM,76,299,4,64,44,20,0,
2012,314,N,3,27,9,3,2,1,0,
2012,314,R,26,231,9,20,12,8,0,
2012,314,SUM,29,258,9,23,14,9,0,
2012,316,N,1,4,4,1,0,1,0,
2012,316,R,10,30,3,4,0,4,0,
2012,316,SUM,11,34,3,5,0,5,0,
2012,320,N,1,3,3,1,1,0,0,
2012,320,R,2,23,12,2,1,1,0,
2012,320,SUM,3,26,9,3,2,1,0,
2012,323,N,3,10,3,2,1,1,0,
2012,323,R,34,157,5,26,22,4,0,
2012,323,SUM,37,167,5,28,23,5,0,
2012,324,R,6,40,8,6,6,0,0,
2012,324,SUM,6,40,8,6,6,0,0,
2012,325,R,4,15,4,4,4,0,0,
2012,325,SUM,4,15,4,4,4,0,0,
2012,326,R,5,11,2,3,1,2,0,
2012,326,SUM,5,11,2,3,1,2,0,
2012,327,R,4,9,2,4,4,0,0,
2012,327,SUM,4,9,2,4,4,0,0,
2012,328,N,1,4,4,1,1,0,0,
2012,328,R,1,40,40,0,0,0,0,
2012,328,SUM,2,44,22,1,1,0,0,
2012,329,N,1,1,1,1,0,1,0,
2012,329,R,21,114,5,17,12,5,0,
2012,329,SUM,22,115,5,18,12,6,0,
2012,330,R,5,34,7,4,3,1,0,
2012,330,SUM,5,34,7,4,3,1,0,
2012,331,N,1,3,3,1,1,0,0,
2012,331,R,2,5,3,2,2,0,0,
2012,331,SUM,3,8,3,3,3,0,0,
2012,362,N,1,8,8,1,0,1,0,
2012,362,R,5,24,5,3,1,2,0,
2012,362,SUM,6,32,5,4,1,3,0,
2012,393,N,0,0,0,0,0,0,0,
2012,393,R,4,34,9,3,2,1,0,
