License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns
2004,215,N,0,0,0,0,0,0,0,
2004,215,R,37,143,4,19,6,14,0,
2004,215,SUM,37,143,4,19,6,14,0,
2004,300,N,22,56,3,15,12,3,0,
2004,300,R,377,1171,3,166,112,50,4,
2004,300,SUM,399,1227,3,180,124,53,4,
2004,301,N,7,14,2,3,2,1,0,
2004,301,R,56,107,2,16,12,3,0,
2004,301,SUM,62,121,2,19,15,4,0,
2004,310,N,5,12,2,3,0,3,0,
2004,310,R,194,610,3,106,63,40,3,
2004,310,SUM,199,622,3,109,63,43,3,
2004,311,N,8,34,4,7,7,0,0,
2004,311,R,119,421,4,55,43,11,0,
2004,311,SUM,126,455,4,62,50,11,0,
2004,318,N,13,61,5,7,6,1,0,
2004,318,R,215,582,3,77,58,18,2,
2004,318,SUM,228,643,3,84,64,19,2,
2004,319,N,0,0,0,0,0,0,0,
2004,319,R,72,311,4,27,21,6,0,
2004,319,SUM,72,311,4,27,21,6,0,
2004,320,N,20,71,4,6,3,3,0,
2004,320,R,262,876,3,163,89,70,4,
2004,320,SUM,282,948,3,168,92,72,4,
2004,321,N,29,89,3,14,10,2,2,
2004,321,R,440,1209,3,242,161,72,9,
2004,321,SUM,469,1298,3,257,171,74,12,
2004,329,N,14,62,4,9,9,0,0,
2004,329,R,311,817,3,144,100,43,1,
2004,329,SUM,325,878,3,153,109,43,1,
2004,330,N,48,173,4,33,18,12,3,
2004,330,R,551,1469,3,286,125,139,17,
2004,330,SUM,599,1642,3,319,142,152,19,
2004,338,N,41,97,2,24,20,4,0,
2004,338,R,327,1292,4,135,101,34,0,
2004,338,SUM,368,1388,4,159,121,38,0,
2004,339,N,10,13,1,7,7,0,0,
2004,339,R,120,480,4,72,61,10,0,
2004,339,SUM,130,493,4,79,69,10,0,
2004,340,N,6,17,3,2,2,0,0,
2004,340,R,91,269,3,44,32,11,0,
2004,340,SUM,97,287,3,46,34,11,0,
2004,341,N,6,18,3,5,4,1,0,
2004,341,R,168,605,4,82,67,14,1,
2004,341,SUM,174,622,4,87,70,16,1,
2004,350,N,0,0,0,0,0,0,0,
2004,350,R,59,232,4,12,10,1,0,
2004,350,SUM,59,232,4,12,10,1,0,
2004,360,N,47,153,3,37,24,11,3,
2004,360,R,458,1173,3,267,180,78,7,
2004,360,SUM,505,1326,3,305,203,89,9,
2004,370,N,6,23,4,2,2,0,0,
2004,370,R,121,309,3,50,20,30,1,
2004,370,SUM,127,333,3,52,22,30,1,
2004,371,N,0,0,0,0,0,0,0,
2004,371,R,101,501,5,44,27,18,0,
2004,371,SUM,101,501,5,44,27,18,0,
2004,380,N,0,0,0,0,0,0,0,
2004,380,R,200,853,4,72,41,27,4,
2004,380,SUM,200,853,4,72,41,27,4,
2004,381,N,0,0,0,0,0,0,0,
2004,381,R,72,332,5,21,8,13,0,
2004,381,SUM,72,332,5,21,8,13,0,
2004,390,N,8,17,2,10,4,7,0,
2004,390,R,157,638,4,85,68,15,1,
2004,390,SUM,165,655,4,95,72,22,1,
2004,3XX,R,80,305,4,28,20,8,0,
2004,3XX,SUM,85,328,4,28,20,8,0,
2004,401,N,29,130,5,7,6,1,0,
2004,401,R,474,1461,3,220,196,24,0,
2004,401,SUM,502,1591,3,227,202,25,0,
2004,404,N,20,73,4,11,9,1,0,
2004,404,R,289,1134,4,141,130,9,2,
2004,404,SUM,308,1207,4,152,139,10,2,
2004,413,N,13,36,3,7,7,0,0,
2004,413,R,307,1032,3,155,82,66,6,
2004,413,SUM,320,1068,3,163,89,66,6,
2004,420,N,80,280,4,69,18,46,4,
2004,420,R,448,1233,3,339,147,176,17,
2004,420,SUM,529,1513,3,408,164,222,20,
2004,430,N,53,187,4,36,15,17,5,
2004,430,R,478,1309,3,305,134,156,16,
2004,430,SUM,530,1496,3,342,149,172,21,
2004,440,N,2,10,4,2,2,0,0,
2004,440,R,172,543,3,72,63,9,0,
2004,440,SUM,174,552,3,74,65,9,0,
2004,441,N,0,0,0,0,0,0,0,
2004,441,R,13,38,3,10,9,1,0,
2004,441,SUM,13,38,3,10,9,1,0,
2004,444,N,9,54,6,5,5,0,0,
2004,444,R,220,645,3,102,88,12,2,
2004,444,SUM,229,699,3,107,93,12,2,
2004,450,N,34,129,4,24,2,15,5,
2004,450,R,698,1576,2,517,163,310,44,
2004,450,SUM,732,1704,2,541,165,324,49,
2004,455,N,0,0,0,0,0,0,0,
2004,455,R,10,74,8,1,1,0,0,
2004,455,SUM,10,74,8,1,1,0,0,
2004,470,N,12,46,4,7,7,0,0,
2004,470,R,285,806,3,161,128,28,5,
2004,470,SUM,297,852,3,168,135,28,5,
2004,471,N,29,109,4,20,4,13,3,
2004,471,R,298,781,3,204,92,102,9,
2004,471,SUM,327,890,3,224,96,116,12,
2004,473,N,7,18,3,4,4,0,0,
2004,473,R,163,365,2,101,89,10,1,
2004,473,SUM,170,382,2,105,93,10,1,
2004,480,N,223,705,3,217,94,103,17,
2004,480,R,1074,3147,3,999,421,542,36,
2004,480,SUM,1297,3852,3,1215,515,645,54,
2004,481,N,167,567,3,147,56,76,13,
2004,481,R,783,2250,3,711,325,355,27,
2004,481,SUM,950,2817,3,858,381,431,40,
2004,490,N,29,65,2,25,14,11,0,
2004,490,R,512,1387,3,472,129,322,21,
2004,490,SUM,542,1452,3,497,143,333,21,
2004,491,N,39,138,4,32,7,20,4,
2004,491,R,265,525,2,201,81,113,7,
2004,491,SUM,304,664,2,233,88,134,11,
2004,4XX,N,16,109,7,4,2,2,0,
2004,4XX,R,133,608,5,73,31,39,3,
2004,4XX,SUM,148,717,5,77,33,40,3,
2004,500,N,46,104,2,75,32,32,10,
2004,500,R,433,1167,3,604,242,319,42,
2004,500,SUM,479,1271,3,678,273,351,52,
2004,501,N,56,179,3,60,40,19,2,
2004,501,R,488,1374,3,622,282,309,30,
2004,501,SUM,544,1553,3,682,321,327,32,
2004,510,N,48,158,3,63,32,28,2,
2004,510,R,378,933,3,389,177,199,12,
2004,510,SUM,426,1091,3,452,209,227,14,
2004,511,N,13,45,4,12,9,3,0,
2004,511,R,239,698,3,138,109,29,0,
2004,511,SUM,252,743,3,149,117,32,0,
2004,512,N,11,32,3,8,5,3,0,
2004,512,R,72,164,2,43,27,14,0,
2004,512,SUM,83,196,2,51,32,18,0,
2004,513,N,86,300,4,130,64,57,7,
2004,513,R,632,1763,3,861,356,465,41,
2004,513,SUM,719,2062,3,992,420,522,48,
2004,514,N,4,9,3,2,2,0,0,
2004,514,R,95,265,3,51,40,11,0,
2004,514,SUM,98,273,3,52,41,11,0,
2004,530,N,165,509,3,195,119,55,18,
2004,530,R,1004,2628,3,1231,622,544,63,
2004,530,SUM,1169,3136,3,1426,740,599,81,
2004,540,N,47,175,4,17,14,4,0,
2004,540,R,300,744,3,155,105,50,0,
2004,540,SUM,347,919,3,173,119,54,0,
2004,550,N,17,41,2,8,6,2,0,
2004,550,R,340,1069,3,300,134,149,14,
2004,550,SUM,358,1110,3,308,140,151,14,
2004,560,N,56,209,4,49,35,14,0,
2004,560,R,907,3626,4,1028,455,516,55,
2004,560,SUM,963,3836,4,1077,490,530,55,
2004,570,N,75,224,3,90,53,35,0,
2004,570,R,477,1298,3,560,243,276,38,
2004,570,SUM,552,1522,3,650,295,312,38,
2004,571,N,30,116,4,31,16,13,2,
2004,571,R,326,952,3,358,170,176,12,
2004,571,SUM,356,1068,3,389,186,189,14,
2004,572,N,24,68,3,18,13,5,0,
2004,572,R,207,645,3,94,61,33,0,
2004,572,SUM,231,713,3,112,74,38,0,
2004,590,N,67,222,3,86,46,32,5,
2004,590,R,509,1294,3,598,302,257,37,
2004,590,SUM,576,1516,3,684,348,289,42,
2004,5XX,N,7,35,5,5,3,2,0,
2004,5XX,R,17,56,3,3,2,2,0,
2004,5XX,SUM,25,90,4,8,4,3,0,
2004,600,N,105,372,4,85,62,20,2,
2004,600,R,912,2923,3,585,416,148,21,
2004,600,SUM,1017,3295,3,670,478,168,22,
2004,610,N,6,28,5,5,4,1,0,
2004,610,R,141,480,3,80,57,20,1,
2004,610,SUM,147,507,3,85,61,21,1,
2004,620,N,94,299,3,63,43,19,2,
2004,620,R,480,1517,3,267,192,67,4,
2004,620,SUM,574,1817,3,330,235,86,5,
2004,630,N,39,155,4,11,10,1,0,
2004,630,R,130,458,4,57,49,6,0,
2004,630,SUM,169,613,4,68,59,8,0,
2004,640,N,16,77,5,11,7,3,1,
2004,640,R,111,284,3,46,29,15,1,
2004,640,SUM,127,361,3,57,36,18,3,
2004,650,N,39,100,3,25,13,12,0,
2004,650,R,160,429,3,89,72,14,2,
2004,650,SUM,200,528,3,114,85,26,2,
2004,651,N,30,110,4,17,12,3,0,
2004,651,R,190,585,3,107,87,20,0,
2004,651,SUM,221,695,3,123,99,23,0,
2004,670,N,36,112,3,23,22,1,0,
2004,670,R,173,529,3,95,68,25,2,
2004,670,SUM,209,641,3,118,90,27,2,
2004,690,N,128,499,4,107,47,51,6,
2004,690,R,794,2526,3,669,299,343,24,
2004,690,SUM,922,3026,3,776,346,395,30,
2004,6XX,R,53,290,6,7,5,1,0,
2004,6XX,SUM,53,290,6,7,5,1,0,
2004,700,N,322,1176,4,321,129,164,21,
2004,700,R,1881,6008,3,1918,1039,823,51,
2004,700,SUM,2203,7184,3,2239,1167,987,72,
2004,701,N,695,2335,3,674,298,327,42,
2004,701,R,2962,7707,3,3170,1746,1339,81,
2004,701,SUM,3657,10042,3,3843,2044,1666,123,
2004,702,N,66,208,3,46,26,20,0,
2004,702,R,559,1553,3,446,283,155,8,
2004,702,SUM,625,1760,3,492,309,175,8,
2004,703,N,225,790,4,248,78,140,22,
2004,703,R,1211,3871,3,1076,637,406,33,
2004,703,SUM,1436,4662,3,1324,715,546,56,
2004,704,N,378,1250,3,314,177,107,23,
2004,704,R,765,2252,3,677,402,258,17,
2004,704,SUM,1143,3501,3,991,579,365,40,
2004,705,N,907,3049,3,981,421,435,101,
2004,705,R,1052,3040,3,1195,654,508,28,
2004,705,SUM,1959,6090,3,2175,1075,943,129,
2004,7XX,N,8,38,5,5,3,2,0,
2004,7XX,R,2,4,2,5,2,3,0,
2004,7XX,SUM,9,42,4,9,5,5,0,
2004,Reg_2,R,37,143,4,19,6,14,0,
2004,Reg_2,SUM,37,143,4,19,6,14,0,
2004,Reg_3,N,291,931,3,184,129,48,8,
2004,Reg_3,R,4482,14563,3,2193,1419,711,54,
2004,Reg_3,SUM,4772,15494,3,2377,1547,759,62,
2004,Reg_4,N,737,2655,4,617,252,305,50,
2004,Reg_4,R,6488,18912,3,4784,2310,2273,196,
2004,Reg_4,SUM,7224,21567,3,5400,2562,2579,246,
2004,Reg_5,N,727,2425,3,849,486,306,45,
2004,Reg_5,R,6336,18674,3,7035,3326,3347,344,
2004,Reg_5,SUM,7063,21099,3,7884,3812,3653,389,
2004,Reg_6,N,478,1753,4,348,219,111,11,
2004,Reg_6,R,3093,10020,3,2000,1275,661,54,
2004,Reg_6,SUM,3571,11773,3,2348,1495,772,65,
2004,Reg_7,N,2393,8845,4,2587,1131,1195,210,
2004,Reg_7,R,8162,24435,3,8487,4763,3492,217,
2004,Reg_7,SUM,10555,33280,3,11074,5894,4687,427,
2004,Reg_X,N,41,175,4,22,15,7,0,
2004,Reg_X,R,31,125,4,4,0,0,0,
2004,Reg_X,SUM,73,301,4,26,15,7,0,
2004,State,N,4628,16783,4,4607,2232,1972,324,
2004,State,R,28373,86872,3,24521,13098,10498,865,
2004,State,SUM,33001,103655,3,29128,15330,12470,1189,
2004,XXX,N,41,175,4,22,15,7,0,
2004,XXX,R,31,125,4,4,0,0,0,
2004,XXX,SUM,73,301,4,26,15,7,0,
2005,215,R,26,113,4,17,10,5,3,
2005,215,SUM,26,113,4,17,10,5,3,
2005,300,N,33,110,3,21,16,5,0,
2005,300,R,390,1068,3,154,107,42,5,
2005,300,SUM,423,1178,3,175,122,47,5,
2005,301,N,8,22,3,6,6,0,0,
2005,301,R,53,129,2,8,6,2,0,
2005,301,SUM,62,151,2,14,12,2,0,
2005,310,N,4,13,4,3,3,0,0,
2005,310,R,192,599,3,102,74,23,5,
2005,310,SUM,195,611,3,105,77,23,5,
2005,311,N,8,30,4,4,2,2,0,
2005,311,R,105,463,4,52,48,3,0,
2005,311,SUM,113,492,4,56,50,4,0,
2005,318,N,14,60,4,4,3,2,0,
2005,318,R,191,631,3,62,54,7,1,
2005,318,SUM,205,690,3,67,56,9,1,
2005,319,N,2,6,4,1,1,0,0,
2005,319,R,53,167,3,19,18,1,0,
2005,319,SUM,54,173,3,21,19,1,0,
2005,320,N,21,74,4,13,10,3,0,
2005,320,R,316,1094,4,180,105,69,6,
2005,320,SUM,337,1168,4,193,116,72,6,
2005,321,N,19,110,6,7,5,2,0,
2005,321,R,246,791,3,108,85,21,2,
2005,321,SUM,265,901,3,115,90,23,2,
2005,329,N,24,120,5,15,13,2,0,
2005,329,R,282,614,2,157,116,39,1,
2005,329,SUM,306,734,2,171,130,40,1,
2005,330,N,47,175,4,31,25,5,0,
2005,330,R,481,1179,3,221,148,70,3,
2005,330,SUM,528,1354,3,252,174,75,3,
2005,338,N,35,125,4,24,19,5,0,
2005,338,R,388,1376,4,177,141,31,5,
2005,338,SUM,423,1501,4,200,160,35,5,
2005,339,N,12,29,3,10,10,0,0,
2005,339,R,139,515,4,59,40,14,6,
2005,339,SUM,150,543,4,69,50,14,6,
2005,340,N,6,11,2,4,4,0,0,
2005,340,R,91,276,3,55,33,19,3,
2005,340,SUM,97,287,3,59,37,19,3,
2005,341,N,5,25,5,2,2,0,0,
2005,341,R,203,680,3,88,77,12,0,
2005,341,SUM,207,705,3,91,79,12,0,
2005,350,N,3,11,4,2,2,0,0,
2005,350,R,66,243,4,22,16,6,0,
2005,350,SUM,69,254,4,24,18,6,0,
2005,360,N,46,227,5,39,36,2,0,
2005,360,R,403,1133,3,321,173,142,7,
2005,360,SUM,449,1359,3,360,209,144,7,
2005,370,N,1,1,1,1,0,1,0,
2005,370,R,114,375,3,49,24,22,3,
2005,370,SUM,115,376,3,50,24,23,3,
2005,371,N,0,0,0,0,0,0,0,
2005,371,R,83,267,3,39,18,19,2,
2005,371,SUM,83,267,3,39,18,19,2,
2005,380,N,2,6,3,0,0,0,0,
2005,380,R,257,1110,4,109,54,48,7,
2005,380,SUM,259,1116,4,109,54,48,7,
2005,381,N,0,0,0,0,0,0,0,
2005,381,R,59,331,6,27,13,15,0,
2005,381,SUM,59,331,6,27,13,15,0,
2005,390,N,11,38,3,5,5,0,0,
2005,390,R,206,756,4,123,87,36,0,
2005,390,SUM,217,794,4,127,92,36,0,
2005,3XX,N,16,82,5,13,11,2,0,
2005,3XX,R,51,115,2,25,19,6,0,
2005,3XX,SUM,67,197,3,38,30,8,0,
2005,401,N,20,63,3,11,10,1,0,
2005,401,R,450,1186,3,267,241,25,1,
2005,401,SUM,470,1249,3,278,251,26,1,
2005,404,N,21,86,4,11,9,0,2,
2005,404,R,335,954,3,177,153,24,0,
2005,404,SUM,356,1040,3,188,162,24,2,
2005,413,N,14,51,4,11,4,7,0,
2005,413,R,274,1114,4,134,79,46,10,
2005,413,SUM,288,1165,4,145,83,53,10,
2005,420,N,89,298,3,74,26,42,6,
2005,420,R,503,1487,3,402,163,225,14,
2005,420,SUM,592,1785,3,476,190,267,20,
2005,430,N,45,154,4,31,13,17,0,
2005,430,R,442,1118,3,285,131,142,13,
2005,430,SUM,486,1272,3,316,144,158,13,
2005,440,N,4,19,5,3,2,1,0,
2005,440,R,152,435,3,86,50,35,1,
2005,440,SUM,155,454,3,89,52,36,1,
2005,441,N,0,0,0,0,0,0,0,
2005,441,R,19,45,3,7,7,0,0,
2005,441,SUM,19,45,3,7,7,0,0,
2005,444,N,8,22,3,7,4,3,0,
2005,444,R,185,536,3,111,73,37,1,
2005,444,SUM,193,558,3,118,76,40,1,
2005,450,N,41,116,3,39,22,17,0,
2005,450,R,684,1751,3,557,181,360,15,
2005,450,SUM,725,1868,3,596,203,377,15,
2005,455,N,0,0,0,0,0,0,0,
2005,455,R,9,15,2,7,5,1,0,
2005,455,SUM,9,15,2,7,5,1,0,
2005,470,N,25,84,3,17,16,1,0,
2005,470,R,266,683,3,171,116,47,8,
2005,470,SUM,290,768,3,188,132,48,8,
2005,471,N,25,84,3,20,6,14,0,
2005,471,R,350,889,3,232,98,112,22,
2005,471,SUM,375,973,3,252,104,126,22,
2005,473,N,5,9,2,4,4,0,0,
2005,473,R,152,306,2,86,70,15,2,
2005,473,SUM,157,315,2,90,74,15,2,
2005,480,N,213,721,3,202,81,117,5,
2005,480,R,1031,3140,3,1152,509,608,32,
2005,480,SUM,1244,3861,3,1354,590,725,37,
2005,481,N,216,785,4,184,92,81,10,
2005,481,R,802,2160,3,775,370,367,37,
2005,481,SUM,1019,2945,3,959,461,448,47,
2005,490,N,55,145,3,60,30,30,0,
2005,490,R,494,1084,2,496,182,294,19,
2005,490,SUM,549,1229,2,556,212,324,19,
2005,491,N,40,160,4,21,14,7,0,
2005,491,R,327,800,2,238,108,120,10,
2005,491,SUM,367,960,3,259,122,127,10,
2005,4XX,N,66,243,4,59,26,30,3,
2005,4XX,R,227,730,3,125,77,46,2,
2005,4XX,SUM,292,973,3,183,103,76,5,
2005,500,N,50,187,4,63,37,24,2,
2005,500,R,410,1120,3,481,226,235,20,
2005,500,SUM,460,1306,3,544,263,260,21,
2005,501,N,67,224,3,65,44,22,0,
2005,501,R,432,1191,3,550,255,259,37,
2005,501,SUM,499,1414,3,615,298,280,37,
2005,510,N,39,176,5,27,24,3,0,
2005,510,R,365,814,2,188,125,57,5,
2005,510,SUM,403,990,3,214,149,60,5,
2005,511,N,21,83,4,10,10,0,0,
2005,511,R,273,814,3,183,138,42,1,
2005,511,SUM,294,897,3,193,148,42,1,
2005,512,N,10,42,4,11,9,2,0,
2005,512,R,76,274,4,41,25,13,0,
2005,512,SUM,86,316,4,51,34,15,0,
2005,513,N,99,415,4,118,66,46,6,
2005,513,R,488,1459,3,805,381,385,39,
2005,513,SUM,587,1874,3,923,447,432,44,
2005,514,N,7,18,3,4,2,0,2,
2005,514,R,94,341,4,45,42,3,0,
2005,514,SUM,101,359,4,49,44,3,2,
2005,530,N,148,545,4,144,94,49,2,
2005,530,R,727,1884,3,1225,631,539,52,
2005,530,SUM,875,2428,3,1369,725,588,54,
2005,540,N,35,132,4,23,23,0,0,
2005,540,R,269,698,3,134,101,28,5,
2005,540,SUM,304,830,3,157,124,28,5,
2005,550,N,13,51,4,8,8,0,0,
2005,550,R,323,1126,4,144,100,40,4,
2005,550,SUM,336,1177,4,152,107,40,4,
2005,560,N,71,236,3,48,40,5,2,
2005,560,R,984,3318,3,451,319,127,3,
2005,560,SUM,1055,3553,3,500,359,132,4,
2005,570,N,62,201,3,42,37,5,0,
2005,570,R,503,1030,2,276,187,73,16,
2005,570,SUM,565,1232,2,318,224,78,16,
2005,571,N,38,154,4,29,27,3,0,
2005,571,R,338,754,2,182,133,49,0,
2005,571,SUM,376,908,2,211,160,52,0,
2005,572,N,22,86,4,15,11,4,0,
2005,572,R,220,639,3,115,74,39,1,
2005,572,SUM,242,725,3,130,85,43,1,
2005,590,N,63,258,4,66,41,23,2,
2005,590,R,422,1197,3,491,240,226,24,
2005,590,SUM,485,1455,3,556,280,249,26,
2005,5XX,N,13,66,5,9,7,2,0,
2005,5XX,R,29,65,2,19,8,9,2,
2005,5XX,SUM,42,130,3,28,15,11,2,
2005,600,N,72,262,4,50,34,16,0,
2005,600,R,948,2573,3,624,452,157,15,
2005,600,SUM,1020,2836,3,673,487,172,15,
2005,610,N,2,9,5,0,0,0,0,
2005,610,R,21,73,3,8,5,3,0,
2005,610,SUM,23,82,4,8,5,3,0,
2005,620,N,76,297,4,52,43,9,0,
2005,620,R,554,1796,3,332,237,86,9,
2005,620,SUM,630,2092,3,385,280,95,9,
2005,630,N,29,115,4,16,12,3,0,
2005,630,R,184,577,3,82,62,15,3,
2005,630,SUM,213,692,3,97,75,19,3,
2005,640,N,0,0,0,0,0,0,0,
2005,640,R,21,35,2,8,8,0,0,
2005,640,SUM,21,35,2,8,8,0,0,
2005,650,N,70,289,4,45,31,13,2,
2005,650,R,391,1412,4,211,162,43,6,
2005,650,SUM,461,1701,4,256,193,56,7,
2005,651,N,3,22,7,3,0,3,0,
2005,651,R,24,84,4,14,13,0,1,
2005,651,SUM,27,106,4,17,13,3,1,
2005,670,N,53,212,4,28,26,1,0,
2005,670,R,292,956,3,148,114,34,0,
2005,670,SUM,344,1167,3,176,141,35,0,
2005,690,N,124,437,4,87,55,27,4,
2005,690,R,1066,3055,3,673,410,238,25,
2005,690,SUM,1190,3492,3,759,465,265,29,
2005,6XX,R,42,218,5,12,9,3,0,
2005,6XX,SUM,44,245,6,12,9,3,0,
2005,700,N,487,1987,4,560,250,285,22,
2005,700,R,3122,9790,3,3465,1956,1387,117,
2005,700,SUM,3609,11777,3,4025,2205,1672,139,
2005,701,N,537,2061,4,515,225,261,29,
2005,701,R,1722,4827,3,2085,1107,883,92,
2005,701,SUM,2259,6889,3,2599,1332,1143,121,
2005,702,N,136,552,4,141,63,72,6,
2005,702,R,306,953,3,304,150,147,4,
2005,702,SUM,442,1506,3,444,213,220,10,
2005,703,N,220,856,4,248,115,121,12,
2005,703,R,809,2658,3,815,451,326,36,
2005,703,SUM,1029,3513,3,1063,566,446,48,
2005,704,N,345,1515,4,349,172,165,11,
2005,704,R,516,1574,3,486,290,183,13,
2005,704,SUM,861,3089,4,835,462,348,25,
2005,705,N,764,2956,4,860,344,449,66,
2005,705,R,761,2258,3,876,466,385,20,
2005,705,SUM,1525,5214,3,1736,809,834,86,
2005,7XX,R,2,8,4,5,2,2,0,
2005,7XX,SUM,2,8,4,5,2,2,0,
2005,Reg_2,R,26,113,4,17,10,5,3,
2005,Reg_2,SUM,26,113,4,17,10,5,3,
2005,Reg_3,N,315,1272,4,203,173,29,0,
2005,Reg_3,R,4295,13909,3,2158,1457,645,55,
2005,Reg_3,SUM,4610,15181,3,2361,1630,674,55,
2005,Reg_4,N,873,3040,4,753,357,367,26,
2005,Reg_4,R,6528,18447,3,5307,2611,2502,187,
2005,Reg_4,SUM,7400,21487,3,6060,2968,2869,213,
2005,Reg_5,N,756,2872,4,680,477,187,15,
2005,Reg_5,R,5893,16722,3,5329,2985,2124,208,
2005,Reg_5,SUM,6649,19594,3,6008,3462,2311,222,
2005,Reg_6,N,428,1668,4,280,202,72,6,
2005,Reg_6,R,3511,10780,3,2112,1473,580,58,
2005,Reg_6,SUM,3939,12448,3,2392,1675,652,64,
2005,Reg_7,N,2435,9927,4,2672,1168,1352,147,
2005,Reg_7,R,7101,22071,3,8035,4422,3313,282,
2005,Reg_7,SUM,9535,31998,3,10707,5590,4665,429,
2005,Reg_X,N,6,17,3,2,2,0,0,
2005,Reg_X,R,178,689,4,45,27,10,1,
2005,Reg_X,SUM,184,706,4,47,29,10,1,
2005,State,N,4783,18797,4,4589,2379,2007,193,
2005,State,R,27247,82730,3,23002,12983,9179,794,
2005,State,SUM,32029,101527,3,27591,15362,11185,986,
2005,XXX,N,6,17,3,2,2,0,0,
2005,XXX,R,178,689,4,45,27,10,1,
2005,XXX,SUM,184,706,4,47,29,10,1,
2006,215,N,0,0,0,0,0,0,0,
2006,215,R,26,57,2,17,8,9,0,
2006,215,SUM,26,57,2,17,8,9,0,
2006,300,N,19,74,4,14,8,7,0,
2006,300,R,290,851,3,135,80,48,2,
2006,300,SUM,309,926,3,150,88,55,2,
2006,301,N,3,9,3,0,0,0,0,
2006,301,R,32,71,2,18,8,6,4,
2006,301,SUM,35,81,2,18,8,6,4,
2006,310,N,11,45,4,12,8,4,0,
2006,310,R,262,743,3,148,89,53,7,
2006,310,SUM,273,788,3,160,97,57,7,
2006,311,N,11,47,4,13,9,4,0,
2006,311,R,212,854,4,152,93,47,3,
2006,311,SUM,223,901,4,165,102,50,3,
2006,318,N,26,173,7,28,20,8,0,
2006,318,R,419,1052,3,267,182,82,0,
2006,318,SUM,444,1225,3,295,202,90,0,
2006,319,N,0,0,0,0,0,0,0,
2006,319,R,68,268,4,39,31,8,0,
2006,319,SUM,68,268,4,39,31,8,0,
2006,320,N,17,57,3,18,8,10,0,
2006,320,R,294,879,3,210,101,91,11,
2006,320,SUM,311,936,3,228,109,101,11,
2006,321,N,14,46,3,16,15,1,0,
2006,321,R,203,530,3,134,115,16,3,
2006,321,SUM,216,576,3,150,130,17,3,
2006,330,N,45,118,3,36,22,12,2,
2006,330,R,496,1230,3,349,163,167,11,
2006,330,SUM,541,1347,3,385,186,179,13,
2006,338,N,31,86,3,21,17,2,0,
2006,338,R,370,1164,3,196,151,36,3,
2006,338,SUM,402,1249,3,217,168,38,3,
2006,339,N,3,11,3,4,3,1,0,
2006,339,R,121,401,3,72,53,17,0,
2006,339,SUM,124,412,3,76,56,18,0,
2006,340,N,9,42,5,4,1,2,0,
2006,340,R,85,309,4,45,25,18,3,
2006,340,SUM,94,351,4,49,27,20,3,
2006,341,N,3,13,4,4,4,0,0,
2006,341,R,216,631,3,110,95,15,0,
2006,341,SUM,220,644,3,114,99,15,0,
2006,350,N,0,0,0,0,0,0,0,
2006,350,R,69,209,3,22,11,11,0,
2006,350,SUM,69,209,3,22,11,11,0,
2006,360,N,36,139,4,47,34,14,0,
2006,360,R,343,1043,3,312,180,119,13,
2006,360,SUM,379,1182,3,359,213,133,13,
2006,370,N,4,4,1,5,0,2,3,
2006,370,R,109,342,3,47,23,17,7,
2006,370,SUM,113,346,3,52,23,19,10,
2006,371,N,0,0,0,0,0,0,0,
2006,371,R,83,279,3,43,26,15,3,
2006,371,SUM,83,279,3,43,26,15,3,
2006,380,N,4,5,2,0,0,0,0,
2006,380,R,221,1212,6,119,56,53,10,
2006,380,SUM,224,1217,5,119,56,53,10,
2006,381,N,0,0,0,0,0,0,0,
2006,381,R,83,371,5,32,12,17,4,
2006,381,SUM,83,371,5,32,12,17,4,
2006,390,N,5,11,2,11,11,0,0,
2006,390,R,124,533,4,111,47,55,10,
2006,390,SUM,130,543,4,123,59,55,10,
2006,3XX,N,14,69,5,0,0,0,0,
2006,3XX,N,14,69,5,0,0,0,0,
2006,3XX,N,14,69,5,0,0,0,0,
2006,3XX,N,14,69,5,0,0,0,0,
2006,3XX,R,194,754,4,0,0,0,0,
2006,3XX,R,194,754,4,0,0,0,0,
2006,3XX,R,194,754,4,0,0,0,0,
2006,3XX,R,194,754,4,0,0,0,0,
2006,3XX,SUM,207,823,4,0,0,0,0,
2006,3XX,SUM,207,823,4,0,0,0,0,
2006,3XX,SUM,207,823,4,0,0,0,0,
2006,3XX,SUM,207,823,4,0,0,0,0,
2006,401,N,33,110,3,33,26,5,0,
2006,401,R,521,1581,3,391,215,144,29,
2006,401,SUM,554,1690,3,424,241,149,29,
2006,404,N,28,85,3,33,23,10,0,
2006,404,R,387,1318,3,277,154,116,7,
2006,404,SUM,414,1403,3,309,177,125,7,
2006,413,N,7,27,4,3,3,0,0,
2006,413,R,229,811,4,122,65,54,3,
2006,413,SUM,236,838,4,125,68,54,3,
2006,420,N,42,208,5,38,26,12,0,
2006,420,R,284,746,3,196,158,35,3,
2006,420,SUM,326,954,3,234,184,47,3,
2006,430,N,22,70,3,24,13,8,3,
2006,430,R,257,651,3,192,59,115,6,
2006,430,SUM,279,721,3,215,71,124,9,
2006,440,N,11,50,5,10,8,1,0,
2006,440,R,256,907,4,166,73,80,7,
2006,440,SUM,267,957,4,176,82,82,7,
2006,441,N,1,4,5,1,1,0,0,
2006,441,R,12,79,7,0,0,0,0,
2006,441,SUM,13,83,7,1,1,0,0,
2006,444,N,13,31,2,11,4,7,0,
