License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns
2011,490,N,56,200,4,56,31,22,4,
2011,490,R,423,1301,3,339,133,197,8,
2011,490,SUM,479,1500,3,395,163,219,12,
2011,491,N,14,39,3,14,12,2,0,
2011,491,R,144,410,3,111,46,65,0,
2011,491,SUM,158,449,3,125,58,67,0,
2011,500,N,47,135,3,46,34,12,0,
2011,500,R,411,1269,3,313,186,123,4,
2011,500,SUM,458,1403,3,360,221,135,4,
2011,501,N,36,119,3,29,23,6,0,
2011,501,R,308,899,3,189,124,62,2,
2011,501,SUM,344,1018,3,218,147,69,2,
2011,510,N,99,397,4,86,68,18,0,
2011,510,R,505,1382,3,382,180,199,3,
2011,510,SUM,604,1780,3,468,248,217,3,
2011,511,N,16,54,3,14,13,1,0,
2011,511,R,268,907,3,183,117,66,0,
2011,511,SUM,284,960,3,197,131,67,0,
2011,512,N,7,33,5,5,5,0,0,
2011,512,R,127,443,4,70,52,17,1,
2011,512,SUM,135,476,4,75,57,17,1,
2011,513,N,29,105,4,15,15,0,0,
2011,513,R,257,670,3,112,84,28,0,
2011,513,SUM,285,775,3,127,99,28,0,
2011,514,N,5,9,2,5,5,0,0,
2011,514,R,155,602,4,65,40,23,2,
2011,514,SUM,159,611,4,69,45,23,2,
2011,530,N,34,105,3,27,26,2,0,
2011,530,R,263,736,3,156,133,24,0,
2011,530,SUM,297,841,3,183,158,25,0,
2011,540,N,7,32,4,3,3,0,0,
2011,540,R,123,483,4,40,30,10,0,
2011,540,SUM,130,515,4,43,33,10,0,
2011,550,N,5,15,3,3,3,0,0,
2011,550,R,151,690,5,91,63,26,2,
2011,550,SUM,156,705,5,94,67,26,2,
2011,560,N,23,90,4,15,6,9,0,
2011,560,R,712,2350,3,402,240,147,14,
2011,560,SUM,735,2440,3,417,246,156,14,
2011,570,N,97,271,3,86,70,10,6,
2011,570,R,770,2181,3,494,345,141,8,
2011,570,SUM,866,2452,3,580,415,151,14,
2011,590,N,114,351,3,90,75,11,4,
2011,590,R,457,1103,2,356,188,159,10,
2011,590,SUM,572,1454,3,446,263,170,13,
2011,600,N,28,122,4,22,20,3,0,
2011,600,R,278,1093,4,115,85,31,0,
2011,600,SUM,306,1215,4,137,104,33,0,
2011,620,N,92,310,3,57,50,7,0,
2011,620,R,449,1512,3,239,180,56,3,
2011,620,SUM,541,1822,3,296,230,63,3,
2011,630,N,4,13,3,1,1,0,0,
2011,630,R,47,272,6,10,8,2,0,
2011,630,SUM,51,285,6,11,9,2,0,
2011,650,N,27,94,4,22,19,4,0,
2011,650,R,183,643,4,84,64,20,0,
2011,650,SUM,210,738,4,106,82,24,0,
2011,670,N,4,6,2,1,1,0,0,
2011,670,R,30,108,4,16,11,5,0,
2011,670,SUM,34,114,3,17,12,5,0,
2011,690,N,75,345,5,56,45,9,2,
2011,690,R,650,2104,3,472,310,153,9,
2011,690,SUM,725,2450,3,527,355,162,10,
2011,700,N,198,728,4,164,137,24,3,
2011,700,R,1434,4687,3,856,655,193,8,
2011,700,SUM,1632,5415,3,1020,792,217,11,
2011,701,N,174,660,4,102,92,10,0,
2011,701,R,936,2367,3,508,388,120,0,
2011,701,SUM,1110,3026,3,610,480,130,0,
2011,702,N,29,114,4,17,14,3,0,
2011,702,R,227,815,4,128,96,27,5,
2011,702,SUM,256,929,4,145,110,29,5,
2011,703,N,45,184,4,26,20,6,0,
2011,703,R,382,1344,4,236,181,48,8,
2011,703,SUM,428,1528,4,262,201,53,8,
2011,704,N,151,590,4,95,84,12,0,
2011,704,R,453,1595,4,249,220,29,0,
2011,704,SUM,605,2186,4,344,304,40,0,
2011,705,N,333,1243,4,269,238,31,0,
2011,705,R,472,1435,3,301,239,60,2,
2011,705,SUM,806,2678,3,571,477,91,2,
2011,Reg_2,N,2,4,2,2,2,0,0,
2011,Reg_2,R,52,182,4,36,20,17,0,
2011,Reg_2,SUM,54,186,4,38,22,17,0,
2011,Reg_3,N,262,933,4,180,138,41,0,
2011,Reg_3,R,4572,17240,4,2828,1470,1296,62,
2011,Reg_3,SUM,4835,18173,4,3007,1609,1337,62,
2011,Reg_4,N,268,987,4,215,153,57,5,
2011,Reg_4,R,3744,13388,4,2381,1330,1003,49,
2011,Reg_4,SUM,4012,14375,4,2595,1482,1060,54,
2011,Reg_5,N,518,1716,3,425,346,70,10,
2011,Reg_5,R,4429,13728,3,2853,1784,1023,46,
2011,Reg_5,SUM,4947,15444,3,3278,2129,1093,55,
2011,Reg_6,N,228,889,4,159,135,22,2,
2011,Reg_6,R,1615,5733,4,935,657,266,11,
2011,Reg_6,SUM,1843,6622,4,1094,793,289,13,
2011,Reg_7,N,909,3563,4,682,592,87,3,
2011,Reg_7,R,3834,12270,3,2281,1782,476,23,
2011,Reg_7,SUM,4743,15833,3,2963,2374,563,26,
2011,State,N,2179,8092,4,1663,1366,277,19,
2011,State,R,18043,62554,4,11313,7042,4081,190,
2011,State,SUM,20222,70646,4,12975,8408,4358,210,
2012,215,N,5,8,2,2,2,0,0,
2012,215,R,24,114,5,21,17,4,0,
2012,215,SUM,29,121,4,23,19,4,0,
2012,291,R,9,38,4,2,1,1,0,
2012,291,SUM,9,38,4,2,1,1,0,
2012,300,N,17,47,3,6,5,1,0,
2012,300,R,217,567,3,109,61,42,6,
2012,300,SUM,234,614,3,114,66,43,6,
2012,301,N,5,19,4,3,3,0,0,
2012,301,R,21,91,4,4,2,2,0,
2012,301,SUM,26,110,4,7,5,2,0,
2012,310,N,24,78,3,11,11,0,0,
2012,310,R,377,1154,3,243,115,124,4,
2012,310,SUM,401,1232,3,254,126,124,4,
2012,311,N,13,34,3,10,10,0,0,
2012,311,R,283,987,4,186,115,66,4,
2012,311,SUM,296,1021,4,195,125,66,4,
2012,318,N,24,73,3,14,9,5,0,
2012,318,R,585,1784,3,350,137,175,37,
2012,318,SUM,609,1857,3,364,147,180,37,
2012,319,N,0,0,0,0,0,0,0,
2012,319,R,95,449,5,42,26,16,0,
2012,319,SUM,95,449,5,42,26,16,0,
2012,320,N,15,66,5,5,5,0,0,
2012,320,R,78,219,3,40,27,13,0,
2012,320,SUM,93,284,3,45,32,13,0,
2012,321,N,32,131,4,25,23,2,0,
2012,321,R,337,932,3,234,153,81,0,
2012,321,SUM,369,1063,3,259,176,82,0,
2012,330,N,43,112,3,34,33,1,0,
2012,330,R,519,1525,3,333,158,158,17,
2012,330,SUM,561,1636,3,367,191,159,17,
2012,338,N,21,66,3,15,11,2,1,
2012,338,R,281,1173,4,170,86,78,7,
2012,338,SUM,302,1240,4,185,96,80,8,
2012,339,N,10,32,3,6,6,0,0,
2012,339,R,104,473,5,58,39,18,0,
2012,339,SUM,114,505,4,63,45,18,0,
2012,340,N,8,21,3,5,5,0,0,
2012,340,R,133,409,3,76,48,24,4,
2012,340,SUM,141,430,3,81,53,24,4,
2012,341,N,16,54,3,8,7,2,0,
2012,341,R,276,982,4,174,119,53,2,
2012,341,SUM,293,1037,4,182,125,55,2,
2012,350,N,1,4,4,1,1,0,0,
2012,350,R,63,330,5,36,27,8,2,
2012,350,SUM,64,334,5,37,28,8,2,
2012,360,N,57,260,5,42,34,8,0,
2012,360,R,435,1779,4,348,200,142,6,
2012,360,SUM,493,2039,4,390,234,150,6,
2012,370,N,0,0,0,0,0,0,0,
2012,370,R,113,420,4,31,19,13,0,
2012,370,SUM,113,420,4,31,19,13,0,
2012,371,N,0,0,0,0,0,0,0,
2012,371,R,149,556,4,88,34,54,0,
2012,371,SUM,149,556,4,88,34,54,0,
2012,380,N,4,20,5,3,3,0,0,
2012,380,R,150,719,5,82,28,51,3,
2012,380,SUM,154,739,5,84,30,51,3,
2012,381,N,0,0,0,0,0,0,0,
2012,381,R,31,133,4,13,7,5,2,
2012,381,SUM,31,133,4,13,7,5,2,
2012,388,N,0,0,0,0,0,0,0,
2012,388,R,92,513,6,44,23,21,0,
2012,388,SUM,92,513,6,44,23,21,0,
2012,390,N,5,24,5,7,7,0,0,
2012,390,R,209,816,4,112,64,48,0,
2012,390,SUM,214,840,4,118,70,48,0,
2012,401,N,36,101,3,27,24,3,0,
2012,401,R,601,2016,3,369,226,136,7,
2012,401,SUM,637,2117,3,396,249,139,7,
2012,404,N,27,133,5,20,20,0,0,
2012,404,R,504,2244,5,278,206,71,0,
2012,404,SUM,531,2377,5,297,226,71,0,
2012,413,N,2,4,2,2,2,0,0,
2012,413,R,242,991,4,126,64,55,7,
2012,413,SUM,244,995,4,128,66,55,7,
2012,420,N,5,20,4,4,4,0,0,
2012,420,R,64,215,3,35,22,13,0,
2012,420,SUM,68,234,3,39,26,13,0,
2012,430,N,0,0,0,0,0,0,0,
2012,430,R,124,410,3,70,55,13,2,
2012,430,SUM,124,410,3,70,55,13,2,
2012,440,N,3,34,12,0,0,0,0,
2012,440,R,153,771,5,87,59,28,0,
2012,440,SUM,156,805,5,87,59,28,0,
2012,441,N,0,0,0,0,0,0,0,
2012,441,R,23,57,3,18,16,2,0,
2012,441,SUM,23,57,3,18,16,2,0,
2012,444,N,15,54,4,7,7,0,0,
2012,444,R,213,856,4,98,68,30,0,
2012,444,SUM,228,910,4,105,75,30,0,
2012,450,N,12,29,2,9,1,3,5,
2012,450,R,305,895,3,180,86,90,4,
2012,450,SUM,317,923,3,190,88,93,9,
2012,455,N,0,0,0,0,0,0,0,
2012,455,R,8,19,2,5,4,1,0,
2012,455,SUM,8,19,2,5,4,1,0,
2012,470,N,4,15,4,3,3,0,0,
2012,470,R,117,399,3,59,43,14,2,
2012,470,SUM,121,414,3,62,46,14,2,
2012,471,N,14,57,4,4,4,0,0,
2012,471,R,154,448,3,105,79,26,0,
2012,471,SUM,169,505,3,109,83,26,0,
2012,480,N,20,62,3,14,13,1,0,
2012,480,R,210,688,3,111,86,25,0,
2012,480,SUM,230,750,3,126,99,27,0,
2012,481,N,15,54,4,3,3,0,0,
2012,481,R,75,279,4,19,12,8,0,
2012,481,SUM,89,333,4,22,15,8,0,
2012,490,N,43,156,4,49,21,26,2,
2012,490,R,347,898,3,285,104,176,5,
2012,490,SUM,390,1055,3,334,125,202,6,
2012,491,N,23,69,3,17,12,5,0,
2012,491,R,133,297,2,99,64,35,0,
2012,491,SUM,156,366,2,116,76,39,0,
2012,500,N,39,124,3,35,24,11,0,
2012,500,R,369,1098,3,231,124,98,9,
2012,500,SUM,408,1222,3,267,149,109,9,
2012,501,N,31,85,3,21,21,0,0,
2012,501,R,275,788,3,157,118,34,5,
2012,501,SUM,306,873,3,179,139,34,5,
2012,510,N,51,161,3,39,31,8,0,
2012,510,R,432,1200,3,310,180,119,12,
2012,510,SUM,483,1360,3,349,211,126,12,
2012,511,N,25,84,3,20,13,7,0,
2012,511,R,288,1052,4,170,100,68,2,
2012,511,SUM,314,1136,4,190,113,75,2,
2012,512,N,8,26,3,6,3,3,0,
2012,512,R,99,381,4,58,39,17,2,
2012,512,SUM,107,407,4,65,43,21,2,
2012,513,N,24,92,4,18,16,0,2,
2012,513,R,201,527,3,83,61,21,0,
2012,513,SUM,225,619,3,100,77,21,2,
2012,514,N,12,44,4,5,5,0,0,
2012,514,R,167,684,4,105,52,52,0,
2012,514,SUM,179,727,4,110,58,52,0,
2012,530,N,25,74,3,21,19,1,0,
2012,530,R,239,645,3,117,88,27,2,
2012,530,SUM,264,719,3,138,107,28,2,
2012,540,N,15,47,3,11,11,0,0,
2012,540,R,124,477,4,48,38,10,0,
2012,540,SUM,139,524,4,60,49,10,0,
2012,550,N,13,41,3,9,9,0,0,
2012,550,R,194,703,4,99,68,30,0,
2012,550,SUM,207,744,4,108,77,30,0,
2012,560,N,22,94,4,17,14,3,0,
2012,560,R,759,3047,4,487,288,187,12,
2012,560,SUM,780,3140,4,504,303,190,12,
2012,570,N,53,179,3,24,16,8,0,
2012,570,R,475,1130,2,270,185,80,5,
2012,570,SUM,528,1309,3,294,202,88,5,
2012,590,N,44,125,3,26,18,9,0,
2012,590,R,281,864,3,180,127,46,7,
2012,590,SUM,325,989,3,207,145,55,7,
2012,600,N,21,137,6,10,10,0,0,
2012,600,R,159,651,4,65,40,24,2,
2012,600,SUM,181,788,4,75,50,24,2,
2012,620,N,55,265,5,26,26,0,0,
2012,620,R,427,1616,4,222,179,36,6,
2012,620,SUM,482,1881,4,248,205,36,6,
2012,630,N,11,45,4,8,7,1,0,
2012,630,R,51,271,5,13,9,4,0,
2012,630,SUM,61,315,5,21,16,5,0,
2012,650,N,38,164,4,20,20,0,0,
2012,650,R,157,565,4,86,72,11,4,
2012,650,SUM,196,728,4,106,92,11,4,
2012,670,N,1,3,3,3,2,1,0,
2012,670,R,41,142,4,17,11,6,0,
2012,670,SUM,42,145,4,20,13,7,0,
2012,690,N,52,174,3,46,37,10,0,
2012,690,R,457,1261,3,337,230,101,7,
2012,690,SUM,509,1436,3,384,266,111,7,
2012,700,N,95,360,4,56,49,7,0,
2012,700,R,733,2405,3,459,379,78,3,
2012,700,SUM,828,2766,3,516,428,85,3,
2012,701,N,67,209,3,30,28,3,0,
2012,701,R,436,1332,3,237,203,34,0,
2012,701,SUM,503,1541,3,267,231,36,0,
2012,702,N,14,61,5,16,16,0,0,
2012,702,R,184,643,4,94,82,12,0,
2012,702,SUM,198,704,4,110,98,12,0,
2012,703,N,29,115,4,15,15,0,0,
2012,703,R,245,763,3,143,116,26,0,
2012,703,SUM,274,878,3,157,131,26,0,
2012,704,N,90,358,4,67,63,5,0,
2012,704,R,238,755,3,155,128,27,0,
2012,704,SUM,328,1114,3,222,190,32,0,
2012,705,N,221,870,4,164,156,8,0,
2012,705,R,329,1149,4,197,159,38,0,
2012,705,SUM,550,2019,4,361,315,46,0,
2012,Reg_2,N,5,8,2,2,2,0,0,
2012,Reg_2,R,33,152,5,23,18,5,0,
2012,Reg_2,SUM,38,160,4,25,20,5,0,
2012,Reg_3,N,299,1118,4,193,170,21,1,
2012,Reg_3,R,4448,16080,4,2772,1486,1193,93,
2012,Reg_3,SUM,4747,17198,4,2965,1656,1214,95,
2012,Reg_4,N,219,797,4,161,117,38,7,
2012,Reg_4,R,3199,11502,4,1943,1194,723,26,
2012,Reg_4,SUM,3418,12299,4,2105,1311,761,33,
2012,Reg_5,N,364,1181,3,253,203,49,2,
2012,Reg_5,R,3835,12596,3,2315,1469,791,55,
2012,Reg_5,SUM,4199,13777,3,2568,1672,839,56,
2012,Reg_6,N,178,787,4,113,101,12,0,
2012,Reg_6,R,1283,4505,4,741,541,182,18,
2012,Reg_6,SUM,1460,5293,4,854,642,194,18,
2012,Reg_7,N,514,1994,4,356,331,25,0,
2012,Reg_7,R,2100,7048,3,1284,1066,215,3,
2012,Reg_7,SUM,2614,9042,4,1640,1397,240,3,
2012,State,N,1575,5885,4,1077,923,145,10,
2012,State,R,14774,51888,4,9079,5774,3110,195,
2012,State,SUM,16350,57774,4,10156,6698,3254,204,
2013,215,N,0,0,0,0,0,0,0,
2013,215,R,0,0,0,18,15,3,0,
2013,215,SUM,0,0,0,18,15,3,0,
2013,291,R,0,0,0,6,3,3,0,
2013,291,SUM,0,0,0,6,3,3,0,
2013,300,N,0,0,0,19,14,2,4,
2013,300,R,0,0,0,111,66,45,0,
2013,300,SUM,0,0,0,130,80,46,4,
2013,301,N,0,0,0,0,0,0,0,
2013,301,R,0,0,0,9,8,2,0,
2013,301,SUM,0,0,0,9,8,2,0,
2013,310,N,0,0,0,22,20,2,0,
2013,310,R,0,0,0,196,70,124,2,
2013,310,SUM,0,0,0,218,90,126,2,
2013,311,N,0,0,0,5,5,0,0,
2013,311,R,0,0,0,129,78,42,8,
2013,311,SUM,0,0,0,134,83,42,8,
2013,318,N,0,0,0,7,7,0,0,
2013,318,R,0,0,0,160,74,78,8,
2013,318,SUM,0,0,0,167,81,78,8,
2013,319,N,0,0,0,0,0,0,0,
2013,319,R,0,0,0,26,16,10,0,
2013,319,SUM,0,0,0,26,16,10,0,
2013,320,N,0,0,0,2,2,0,0,
2013,320,R,0,0,0,28,22,7,0,
2013,320,SUM,0,0,0,30,23,7,0,
2013,321,N,0,0,0,18,13,5,0,
2013,321,R,0,0,0,195,150,44,2,
2013,321,SUM,0,0,0,214,163,49,2,
2013,330,N,0,0,0,37,27,10,0,
2013,330,R,0,0,0,357,191,160,7,
2013,330,SUM,0,0,0,394,218,170,7,
2013,338,N,0,0,0,9,7,2,0,
2013,338,R,0,0,0,123,78,43,2,
2013,338,SUM,0,0,0,132,85,45,2,
2013,339,N,0,0,0,3,3,0,0,
2013,339,R,0,0,0,75,58,18,0,
2013,339,SUM,0,0,0,79,61,18,0,
2013,340,N,0,0,0,5,4,2,0,
2013,340,R,0,0,0,73,48,23,2,
2013,340,SUM,0,0,0,78,51,25,2,
2013,341,N,0,0,0,10,10,0,0,
2013,341,R,0,0,0,164,110,55,0,
2013,341,SUM,0,0,0,174,119,55,0,
2013,350,N,0,0,0,0,0,0,0,
2013,350,R,0,0,0,32,18,15,0,
2013,350,SUM,0,0,0,32,18,15,0,
2013,360,N,0,0,0,39,27,12,0,
2013,360,R,0,0,0,330,158,169,2,
2013,360,SUM,0,0,0,368,186,181,2,
2013,370,N,0,0,0,0,0,0,0,
2013,370,R,0,0,0,32,14,18,0,
2013,370,SUM,0,0,0,32,14,18,0,
2013,371,N,0,0,0,2,0,2,0,
2013,371,R,0,0,0,70,34,32,3,
2013,371,SUM,0,0,0,72,34,34,3,
2013,380,N,0,0,0,0,0,0,0,
2013,380,R,0,0,0,49,25,24,0,
2013,380,SUM,0,0,0,49,25,24,0,
2013,381,N,0,0,0,1,1,0,0,
2013,381,R,0,0,0,15,11,4,0,
2013,381,SUM,0,0,0,16,12,4,0,
2013,388,N,0,0,0,0,0,0,0,
2013,388,R,0,0,0,23,15,8,0,
2013,388,SUM,0,0,0,23,15,8,0,
2013,390,N,0,0,0,8,5,3,0,
2013,390,R,0,0,0,72,34,38,0,
2013,390,SUM,0,0,0,80,39,41,0,
2013,401,N,0,0,0,7,4,3,0,
2013,401,R,0,0,0,192,142,49,2,
2013,401,SUM,0,0,0,199,145,52,2,
2013,404,N,0,0,0,29,26,3,0,
2013,404,R,0,0,0,199,146,50,2,
2013,404,SUM,0,0,0,228,172,53,2,
2013,413,N,0,0,0,1,1,0,0,
2013,413,R,0,0,0,97,59,38,0,
2013,413,SUM,0,0,0,98,60,38,0,
2013,420,N,0,0,0,5,3,2,0,
2013,420,R,0,0,0,27,14,13,0,
2013,420,SUM,0,0,0,32,17,15,0,
2013,430,N,0,0,0,3,3,0,0,
2013,430,R,0,0,0,52,40,12,0,
2013,430,SUM,0,0,0,55,43,12,0,
2013,440,N,0,0,0,3,2,2,0,
2013,440,R,0,0,0,79,51,29,0,
2013,440,SUM,0,0,0,83,52,30,0,
2013,441,N,0,0,0,2,2,0,0,
2013,441,R,0,0,0,12,12,0,0,
2013,441,SUM,0,0,0,14,14,0,0,
2013,444,N,0,0,0,4,4,0,0,
2013,444,R,0,0,0,82,41,42,0,
2013,444,SUM,0,0,0,86,45,42,0,
2013,450,N,0,0,0,7,2,5,0,
2013,450,R,0,0,0,140,53,87,0,
2013,450,SUM,0,0,0,146,55,92,0,
2013,455,N,0,0,0,0,0,0,0,
2013,455,R,0,0,0,8,4,3,1,
2013,455,SUM,0,0,0,8,4,3,1,
2013,470,N,0,0,0,1,1,0,0,
2013,470,R,0,0,0,62,41,20,0,
2013,470,SUM,0,0,0,63,42,20,0,
2013,471,N,0,0,0,3,3,0,0,
2013,471,R,0,0,0,53,37,14,1,
2013,471,SUM,0,0,0,56,40,14,1,
2013,480,N,0,0,0,6,6,0,0,
2013,480,R,0,0,0,46,40,5,0,
2013,480,SUM,0,0,0,52,46,5,0,
2013,481,N,0,0,0,3,3,0,0,
2013,481,R,0,0,0,12,8,4,0,
2013,481,SUM,0,0,0,15,11,4,0,
2013,490,N,0,0,0,27,20,6,2,
2013,490,R,0,0,0,242,102,133,7,
2013,490,SUM,0,0,0,268,121,139,9,
2013,491,N,0,0,0,8,8,0,0,
2013,491,R,0,0,0,57,38,17,2,
2013,491,SUM,0,0,0,65,45,17,2,
2013,500,N,0,0,0,7,7,0,0,
2013,500,R,0,0,0,97,63,27,7,
2013,500,SUM,0,0,0,104,70,27,7,
2013,501,N,0,0,0,11,8,2,2,
2013,501,R,0,0,0,130,90,40,0,
2013,501,SUM,0,0,0,141,98,41,2,
2013,510,N,0,0,0,43,37,6,0,
2013,510,R,0,0,0,223,149,75,0,
2013,510,SUM,0,0,0,267,186,81,0,
2013,511,N,0,0,0,15,14,1,0,
2013,511,R,0,0,0,101,50,50,0,
2013,511,SUM,0,0,0,116,64,52,0,
2013,512,N,0,0,0,4,3,1,0,
2013,512,R,0,0,0,53,35,19,0,
2013,512,SUM,0,0,0,57,37,20,0,
2013,513,N,0,0,0,13,13,0,0,
2013,513,R,0,0,0,69,51,18,0,
2013,513,SUM,0,0,0,83,64,18,0,
2013,514,N,0,0,0,0,0,0,0,
2013,514,R,0,0,0,96,51,46,0,
2013,514,SUM,0,0,0,96,51,46,0,
2013,530,N,0,0,0,13,13,0,0,
2013,530,R,0,0,0,84,55,29,0,
2013,530,SUM,0,0,0,97,68,29,0,
2013,540,N,0,0,0,8,6,2,0,
2013,540,R,0,0,0,43,31,11,0,
2013,540,SUM,0,0,0,51,38,13,0,
2013,550,N,0,0,0,6,6,0,0,
2013,550,R,0,0,0,71,50,20,0,
2013,550,SUM,0,0,0,77,56,20,0,
2013,560,N,0,0,0,15,6,9,0,
2013,560,R,0,0,0,219,150,64,6,
2013,560,SUM,0,0,0,234,156,72,6,
2013,570,N,0,0,0,34,30,3,0,
2013,570,R,0,0,0,243,160,83,0,
2013,570,SUM,0,0,0,276,191,86,0,
2013,590,N,0,0,0,43,35,7,1,
2013,590,R,0,0,0,301,154,126,21,
2013,590,SUM,0,0,0,344,188,133,22,
2013,600,N,0,0,0,9,5,4,0,
2013,600,R,0,0,0,58,42,16,0,
2013,600,SUM,0,0,0,67,47,20,0,
2013,620,N,0,0,0,17,13,4,0,
2013,620,R,0,0,0,153,122,31,0,
2013,620,SUM,0,0,0,170,135,36,0,
2013,630,N,0,0,0,0,0,0,0,
2013,630,R,0,0,0,12,11,1,0,
2013,630,SUM,0,0,0,12,11,1,0,
2013,650,N,0,0,0,10,9,1,0,
2013,650,R,0,0,0,110,96,14,0,
2013,650,SUM,0,0,0,120,104,16,0,
2013,670,N,0,0,0,2,1,1,0,
2013,670,R,0,0,0,12,11,1,0,
2013,670,SUM,0,0,0,14,12,2,0,
2013,690,N,0,0,0,28,26,2,0,
2013,690,R,0,0,0,335,235,98,2,
2013,690,SUM,0,0,0,363,261,100,2,
2013,700,N,0,0,0,49,41,8,0,
2013,700,R,0,0,0,445,336,109,0,
2013,700,SUM,0,0,0,494,377,117,0,
2013,701,N,0,0,0,36,29,7,0,
2013,701,R,0,0,0,172,132,40,0,
2013,701,SUM,0,0,0,208,161,47,0,
2013,702,N,0,0,0,22,20,2,0,
2013,702,R,0,0,0,37,30,7,0,
2013,702,SUM,0,0,0,59,50,9,0,
2013,703,N,0,0,0,21,19,1,0,
2013,703,R,0,0,0,182,165,17,0,
2013,703,SUM,0,0,0,202,184,19,0,
2013,704,N,0,0,0,76,76,0,0,
2013,704,R,0,0,0,163,138,25,0,
2013,704,SUM,0,0,0,239,214,25,0,
2013,705,N,0,0,0,147,134,13,0,
2013,705,R,0,0,0,187,171,16,0,
2013,705,SUM,0,0,0,333,304,29,0,
2013,Reg_2,R,0,0,0,23,18,5,0,
2013,Reg_2,SUM,0,0,0,23,18,5,0,
2013,Reg_3,N,0,0,0,187,144,39,4,
2013,Reg_3,R,0,0,0,2268,1275,957,36,
2013,Reg_3,SUM,0,0,0,2456,1419,997,40,
2013,Reg_4,N,0,0,0,108,87,20,2,
2013,Reg_4,R,0,0,0,1359,826,517,16,
2013,Reg_4,SUM,0,0,0,1467,913,537,17,
2013,Reg_5,N,0,0,0,212,178,31,3,
2013,Reg_5,R,0,0,0,1729,1088,608,34,
2013,Reg_5,SUM,0,0,0,1941,1266,639,37,
2013,Reg_6,N,0,0,0,66,53,12,0,
2013,Reg_6,R,0,0,0,680,516,162,2,
2013,Reg_6,SUM,0,0,0,745,569,174,2,
2013,Reg_7,N,0,0,0,352,320,32,0,
2013,Reg_7,R,0,0,0,1185,972,213,0,
2013,Reg_7,SUM,0,0,0,1537,1292,245,0,
2013,Reg_X,R,13566,47551,4,3,3,0,0,
2013,Reg_X,SUM,15057,52996,4,3,3,0,0,
2013,State,N,1491,5444,4,925,782,134,8,
2013,State,R,13566,47551,4,7247,4698,2462,87,
2013,State,SUM,15057,52996,4,8172,5480,2597,95,
2014,215,N,4,11,3,2,2,0,0,
2014,215,R,38,101,3,19,15,4,0,
2014,215,SUM,42,112,3,21,17,4,0,
2014,291,R,13,50,4,9,4,5,0,
2014,291,SUM,13,50,4,9,4,5,0,
2014,300,N,24,83,3,13,10,3,0,
2014,300,R,239,712,3,137,88,43,6,
2014,300,SUM,263,795,3,150,98,46,6,
2014,301,N,3,9,3,0,0,0,0,
2014,301,R,14,59,4,4,1,3,0,
2014,301,SUM,17,68,4,4,1,3,0,
2014,310,N,6,34,5,9,5,4,0,
2014,310,R,240,838,4,116,54,62,0,
2014,310,SUM,246,872,4,125,59,66,0,
2014,311,N,3,4,1,1,1,0,0,
2014,311,R,179,703,4,86,58,26,2,
2014,311,SUM,182,707,4,87,59,26,2,
2014,318,N,19,52,3,12,9,3,0,
2014,318,R,445,1380,3,232,101,131,0,
2014,318,SUM,464,1432,3,243,110,133,0,
2014,319,N,2,15,10,2,2,0,0,
2014,319,R,112,396,4,37,28,9,0,
2014,319,SUM,114,411,4,39,30,9,0,
2014,320,N,0,0,0,0,0,0,0,
2014,320,R,59,243,4,31,18,10,3,
2014,320,SUM,59,243,4,31,18,10,3,
2014,321,N,21,78,4,16,14,2,0,
2014,321,R,336,1093,3,209,156,52,1,
2014,321,SUM,357,1172,3,225,170,53,1,
2014,330,N,63,216,4,53,37,14,2,
2014,330,R,494,1481,3,305,168,124,13,
2014,330,SUM,556,1697,3,358,205,138,15,
2014,338,N,8,21,3,0,0,0,0,
2014,338,R,131,483,4,67,54,14,0,
2014,338,SUM,139,504,4,67,54,14,0,
2014,339,N,14,55,4,14,7,7,0,
2014,339,R,163,560,3,102,81,21,0,
2014,339,SUM,177,615,4,116,87,29,0,
2014,340,N,7,12,2,7,5,2,0,
2014,340,R,181,625,4,115,70,43,3,
2014,340,SUM,188,637,3,122,74,45,3,
2014,341,N,0,0,0,0,0,0,0,
2014,341,R,202,798,4,143,74,62,6,
2014,341,SUM,202,798,4,143,74,62,6,
2014,350,N,0,0,0,0,0,0,0,
2014,350,R,61,251,4,30,19,11,0,
2014,350,SUM,61,251,4,30,19,11,0,
2014,360,N,58,326,6,50,33,16,0,
2014,360,R,418,1165,3,329,170,157,2,
2014,360,SUM,476,1491,3,379,203,173,2,
2014,370,N,3,21,7,0,0,0,0,
2014,370,R,107,499,5,31,13,14,4,
2014,370,SUM,110,520,5,31,13,14,4,
2014,371,N,3,15,6,1,1,0,0,
2014,371,R,111,460,4,51,27,24,0,
2014,371,SUM,113,475,4,52,29,24,0,
2014,380,N,3,11,5,3,3,0,0,
2014,380,R,141,800,6,61,18,41,2,
2014,380,SUM,143,811,6,64,21,41,2,
2014,381,N,2,9,5,0,0,0,0,
2014,381,R,26,77,3,11,7,4,0,
2014,381,SUM,28,86,3,11,7,4,0,
2014,388,N,5,14,3,0,0,0,0,
2014,388,R,83,752,9,39,19,20,0,
2014,388,SUM,88,766,9,39,19,20,0,
2014,390,N,5,15,3,3,2,2,0,
2014,390,R,132,684,5,54,24,28,2,
2014,390,SUM,137,699,5,57,26,30,2,
