License Year, Hunting District,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points, 4 or More Points
2016,285,wt,N,0,0,0,25,20,6,0,3,23,9,11
2016,285,wt,R,0,0,0,806,674,123,9,16,790,333,340
2016,285,wt,SUM,0,0,0,831,693,129,9,19,813,342,352
2016,290,all_deer,N,0,0,0,14,6,8,0,10,4,0,6
2016,290,all_deer,R,0,0,0,88,65,23,0,48,40,34,32
2016,290,all_deer,SUM,0,0,0,101,71,31,0,57,44,34,37
2016,290,md,N,0,0,0,3,3,0,0,0,3,0,3
2016,290,md,R,0,0,0,15,15,0,0,0,15,12,3
2016,290,md,SUM,0,0,0,18,18,0,0,0,18,12,6
2016,290,wt,N,0,0,0,11,3,8,0,10,1,0,3
2016,290,wt,R,0,0,0,72,50,23,0,48,24,21,29
2016,290,wt,SUM,0,0,0,83,53,31,0,57,26,21,31
2016,291,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2016,291,all_deer,R,0,0,0,90,75,15,0,2,88,29,45
2016,291,all_deer,SUM,0,0,0,90,75,15,0,2,88,29,45
2016,291,md,N,0,0,0,0,0,0,0,0,0,0,0
2016,291,md,R,0,0,0,54,54,0,0,0,54,14,40
2016,291,md,SUM,0,0,0,54,54,0,0,0,54,14,40
2016,291,wt,N,0,0,0,0,0,0,0,0,0,0,0
2016,291,wt,R,0,0,0,36,20,15,0,2,34,15,5
2016,291,wt,SUM,0,0,0,36,20,15,0,2,34,15,5
2016,292,all_deer,N,0,0,0,18,18,0,0,0,18,6,13
2016,292,all_deer,R,0,0,0,571,490,70,11,24,547,302,189
2016,292,all_deer,SUM,0,0,0,590,509,70,11,24,566,307,201
2016,292,md,N,0,0,0,10,10,0,0,0,10,3,7
2016,292,md,R,0,0,0,210,207,0,3,6,204,135,72
2016,292,md,SUM,0,0,0,219,216,0,3,6,213,138,79
2016,292,wt,N,0,0,0,9,9,0,0,0,9,3,6
2016,292,wt,R,0,0,0,362,284,70,8,18,344,167,117
2016,292,wt,SUM,0,0,0,370,292,70,8,18,352,170,123
2016,293,all_deer,N,0,0,0,36,34,2,0,0,36,17,17
2016,293,all_deer,R,0,0,0,279,254,21,4,12,268,110,144
2016,293,all_deer,SUM,0,0,0,315,288,23,4,12,303,127,161
2016,293,md,N,0,0,0,23,23,0,0,0,23,11,11
2016,293,md,R,0,0,0,166,160,6,0,12,154,82,77
2016,293,md,SUM,0,0,0,189,182,6,0,12,177,94,89
2016,293,wt,N,0,0,0,13,11,2,0,0,13,6,6
2016,293,wt,R,0,0,0,113,94,15,4,0,113,28,67
2016,293,wt,SUM,0,0,0,127,106,17,4,0,127,33,72
2016,298,all_deer,N,0,0,0,6,6,0,0,1,4,4,1
2016,298,all_deer,R,0,0,0,78,64,15,0,11,67,18,46
2016,298,all_deer,SUM,0,0,0,84,69,15,0,13,71,22,47
2016,298,md,N,0,0,0,6,6,0,0,1,4,4,1
2016,298,md,R,0,0,0,21,21,0,0,0,21,15,6
2016,298,md,SUM,0,0,0,27,27,0,0,1,25,19,7
2016,298,wt,N,0,0,0,0,0,0,0,0,0,0,0
2016,298,wt,R,0,0,0,57,43,15,0,11,46,3,40
2016,298,wt,SUM,0,0,0,57,43,15,0,11,46,3,40
2016,2XX,all_deer,R,0,0,0,21,15,6,0,0,21,9,6
2016,2XX,all_deer,SUM,0,0,0,21,15,6,0,0,21,9,6
2016,2XX,wt,R,0,0,0,21,15,6,0,0,21,9,6
2016,2XX,wt,SUM,0,0,0,21,15,6,0,0,21,9,6
2016,300,all_deer,N,0,0,0,32,14,18,0,0,32,10,4
2016,300,all_deer,R,0,0,0,128,94,31,3,9,119,35,59
2016,300,all_deer,SUM,0,0,0,160,108,49,3,9,151,45,63
2016,300,md,N,0,0,0,26,14,11,0,0,26,10,4
2016,300,md,R,0,0,0,66,57,6,3,0,66,29,28
2016,300,md,SUM,0,0,0,92,72,17,3,0,92,39,33
2016,300,wt,N,0,0,0,6,0,6,0,0,6,0,0
2016,300,wt,R,0,0,0,62,37,25,0,9,53,6,31
2016,300,wt,SUM,0,0,0,68,37,31,0,9,59,6,31
2016,301,all_deer,N,0,0,0,20,14,6,0,0,20,6,9
2016,301,all_deer,R,0,0,0,271,199,72,0,15,256,73,126
2016,301,all_deer,SUM,0,0,0,291,213,78,0,15,276,79,134
2016,301,md,N,0,0,0,14,14,0,0,0,14,6,9
2016,301,md,R,0,0,0,102,92,9,0,9,92,43,50
2016,301,md,SUM,0,0,0,116,107,9,0,9,107,48,58
2016,301,wt,N,0,0,0,6,0,6,0,0,6,0,0
2016,301,wt,R,0,0,0,170,107,63,0,6,163,30,76
2016,301,wt,SUM,0,0,0,176,107,69,0,6,170,30,76
2016,302,all_deer,N,0,0,0,113,99,14,0,3,110,62,37
2016,302,all_deer,R,0,0,0,168,113,52,3,6,161,55,58
2016,302,all_deer,SUM,0,0,0,281,212,66,3,9,272,117,95
2016,302,md,N,0,0,0,110,96,14,0,3,108,62,34
2016,302,md,R,0,0,0,146,101,46,0,6,140,49,52
2016,302,md,SUM,0,0,0,257,197,60,0,9,248,111,86
2016,302,wt,N,0,0,0,3,3,0,0,0,3,0,3
2016,302,wt,R,0,0,0,21,12,6,3,0,21,6,6
2016,302,wt,SUM,0,0,0,24,15,6,3,0,24,6,9
2016,309,all_deer,N,0,0,0,21,9,13,0,6,15,0,9
2016,309,all_deer,R,0,0,0,496,251,236,8,88,408,74,177
2016,309,all_deer,SUM,0,0,0,517,260,249,8,94,423,74,185
2016,309,md,N,0,0,0,3,3,0,0,0,3,0,3
2016,309,md,R,0,0,0,38,34,5,0,3,35,18,15
2016,309,md,SUM,0,0,0,41,36,5,0,3,38,18,18
2016,309,wt,N,0,0,0,18,6,13,0,6,12,0,6
2016,309,wt,R,0,0,0,457,218,232,8,85,373,56,162
2016,309,wt,SUM,0,0,0,476,223,244,8,91,385,56,167
2016,310,all_deer,N,0,0,0,6,3,3,0,3,3,0,3
2016,310,all_deer,R,0,0,0,33,30,3,0,3,30,0,30
2016,310,all_deer,SUM,0,0,0,39,33,6,0,6,33,0,33
2016,310,md,N,0,0,0,3,0,3,0,3,0,0,0
2016,310,md,R,0,0,0,15,15,0,0,0,15,0,15
2016,310,md,SUM,0,0,0,18,15,3,0,3,15,0,15
2016,310,wt,N,0,0,0,3,3,0,0,0,3,0,3
2016,310,wt,R,0,0,0,18,15,3,0,3,15,0,15
2016,310,wt,SUM,0,0,0,21,18,3,0,3,18,0,18
2016,311,all_deer,N,0,0,0,97,65,26,6,9,88,23,43
2016,311,all_deer,R,0,0,0,1021,630,385,6,63,959,265,365
2016,311,all_deer,SUM,0,0,0,1118,695,411,12,71,1047,288,408
2016,311,md,N,0,0,0,40,34,6,0,3,37,20,14
2016,311,md,R,0,0,0,293,262,31,0,6,287,164,98
2016,311,md,SUM,0,0,0,333,296,37,0,9,324,184,112
2016,311,wt,N,0,0,0,57,31,20,6,6,51,3,29
2016,311,wt,R,0,0,0,729,368,355,6,57,672,101,267
2016,311,wt,SUM,0,0,0,786,399,375,12,63,723,104,296
2016,312,all_deer,N,0,0,0,83,43,38,3,14,69,13,30
2016,312,all_deer,R,0,0,0,1374,627,741,6,217,1157,233,394
2016,312,all_deer,SUM,0,0,0,1457,670,779,9,231,1226,246,424
2016,312,md,N,0,0,0,32,21,11,0,9,24,10,11
2016,312,md,R,0,0,0,266,210,56,0,32,235,119,91
2016,312,md,SUM,0,0,0,299,231,67,0,40,259,129,102
2016,312,wt,N,0,0,0,51,22,27,3,6,45,3,19
2016,312,wt,R,0,0,0,1108,417,685,6,186,922,114,303
2016,312,wt,SUM,0,0,0,1159,439,712,9,191,967,117,322
2016,313,all_deer,N,0,0,0,124,119,5,0,3,121,37,82
2016,313,all_deer,R,0,0,0,232,164,66,2,18,214,72,92
2016,313,all_deer,SUM,0,0,0,356,283,71,2,21,335,109,174
2016,313,md,N,0,0,0,118,116,2,0,3,115,37,79
2016,313,md,R,0,0,0,146,127,17,2,3,143,60,67
2016,313,md,SUM,0,0,0,264,243,19,2,6,258,97,146
2016,313,wt,N,0,0,0,6,3,3,0,0,6,0,3
2016,313,wt,R,0,0,0,86,37,49,0,15,70,12,24
2016,313,wt,SUM,0,0,0,92,39,52,0,15,76,12,27
2016,314,all_deer,N,0,0,0,104,91,13,0,9,95,28,62
2016,314,all_deer,R,0,0,0,463,347,113,3,24,439,122,222
2016,314,all_deer,SUM,0,0,0,567,437,126,3,32,534,150,284
2016,314,md,N,0,0,0,62,62,0,0,6,57,20,42
2016,314,md,R,0,0,0,229,226,3,0,0,229,101,125
2016,314,md,SUM,0,0,0,291,288,3,0,6,285,121,167
2016,314,wt,N,0,0,0,42,28,13,0,3,39,9,20
2016,314,wt,R,0,0,0,234,121,110,3,24,210,21,97
2016,314,wt,SUM,0,0,0,276,149,123,3,27,249,30,116
2016,315,all_deer,N,0,0,0,182,146,36,0,20,162,51,95
2016,315,all_deer,R,0,0,0,746,473,264,9,30,716,203,269
2016,315,all_deer,SUM,0,0,0,928,618,301,9,50,878,254,364
2016,315,md,N,0,0,0,77,75,2,0,11,66,42,33
2016,315,md,R,0,0,0,211,203,8,0,6,205,113,90
2016,315,md,SUM,0,0,0,289,278,10,0,17,271,155,123
2016,315,wt,N,0,0,0,105,71,34,0,9,96,9,62
2016,315,wt,R,0,0,0,535,269,256,9,24,511,90,179
2016,315,wt,SUM,0,0,0,639,340,290,9,32,607,99,241
2016,316,all_deer,N,0,0,0,11,11,0,0,0,11,3,9
2016,316,all_deer,R,0,0,0,18,18,0,0,0,18,12,6
2016,316,all_deer,SUM,0,0,0,29,29,0,0,0,29,14,15
2016,316,md,N,0,0,0,9,9,0,0,0,9,3,6
2016,316,md,R,0,0,0,15,15,0,0,0,15,8,6
2016,316,md,SUM,0,0,0,23,23,0,0,0,23,11,12
2016,316,wt,N,0,0,0,3,3,0,0,0,3,0,3
2016,316,wt,R,0,0,0,3,3,0,0,0,3,3,0
2016,316,wt,SUM,0,0,0,6,6,0,0,0,6,3,3
2016,317,all_deer,N,0,0,0,123,81,42,0,3,120,16,65
2016,317,all_deer,R,0,0,0,728,438,287,3,59,669,164,274
2016,317,all_deer,SUM,0,0,0,851,519,329,3,62,789,180,339
2016,317,md,N,0,0,0,49,47,2,0,3,46,10,37
2016,317,md,R,0,0,0,194,191,3,0,3,191,84,107
2016,317,md,SUM,0,0,0,243,238,5,0,6,237,95,143
2016,317,wt,N,0,0,0,74,34,40,0,0,74,6,28
2016,317,wt,R,0,0,0,534,247,284,3,56,478,80,168
2016,317,wt,SUM,0,0,0,608,281,324,3,56,552,85,196
2016,318,all_deer,N,0,0,0,2,1,1,0,0,2,1,0
2016,318,all_deer,R,0,0,0,100,71,30,0,7,93,46,25
2016,318,all_deer,SUM,0,0,0,102,72,31,0,7,95,47,25
2016,318,md,N,0,0,0,1,0,1,0,0,1,0,0
2016,318,md,R,0,0,0,85,64,21,0,7,78,46,19
2016,318,md,SUM,0,0,0,86,64,22,0,7,79,46,19
2016,318,wt,N,0,0,0,1,1,0,0,0,1,1,0
2016,318,wt,R,0,0,0,15,6,9,0,0,15,0,6
2016,318,wt,SUM,0,0,0,17,8,9,0,0,17,1,6
2016,319,all_deer,N,0,0,0,42,30,11,0,0,42,19,12
2016,319,all_deer,R,0,0,0,128,69,60,0,11,117,33,36
2016,319,all_deer,SUM,0,0,0,170,99,71,0,11,159,52,47
2016,319,md,N,0,0,0,28,26,2,0,0,28,17,9
2016,319,md,R,0,0,0,94,55,40,0,11,83,31,24
2016,319,md,SUM,0,0,0,122,80,42,0,11,111,47,33
2016,319,wt,N,0,0,0,14,5,9,0,0,14,2,3
2016,319,wt,R,0,0,0,34,14,20,0,0,34,2,12
2016,319,wt,SUM,0,0,0,48,19,29,0,0,48,4,14
2016,320,all_deer,N,0,0,0,118,91,27,0,6,112,37,54
2016,320,all_deer,R,0,0,0,712,388,320,4,63,648,98,290
2016,320,all_deer,SUM,0,0,0,829,479,347,4,69,760,134,344
2016,320,md,N,0,0,0,62,54,9,0,0,62,37,17
2016,320,md,R,0,0,0,220,156,65,0,3,217,61,95
2016,320,md,SUM,0,0,0,283,209,73,0,3,280,98,112
2016,320,wt,N,0,0,0,56,37,19,0,6,50,0,37
2016,320,wt,R,0,0,0,491,232,255,4,60,431,37,196
2016,320,wt,SUM,0,0,0,547,269,274,4,66,481,37,233
2016,321,all_deer,N,0,0,0,32,20,12,0,9,24,14,6
2016,321,all_deer,R,0,0,0,72,37,32,3,9,63,24,12
2016,321,all_deer,SUM,0,0,0,104,56,44,3,18,86,39,18
2016,321,md,N,0,0,0,20,17,3,0,9,12,14,3
2016,321,md,R,0,0,0,31,21,6,3,6,24,15,6
2016,321,md,SUM,0,0,0,51,38,9,3,15,36,29,9
2016,321,wt,N,0,0,0,12,3,9,0,0,12,0,3
2016,321,wt,R,0,0,0,41,15,26,0,3,38,9,6
2016,321,wt,SUM,0,0,0,53,18,35,0,3,50,9,9
2016,322,all_deer,N,0,0,0,219,124,95,0,31,188,36,88
2016,322,all_deer,R,0,0,0,868,396,469,3,51,817,104,292
2016,322,all_deer,SUM,0,0,0,1086,519,564,3,81,1005,139,380
2016,322,md,N,0,0,0,91,71,20,0,6,85,31,40
2016,322,md,R,0,0,0,177,113,64,0,3,174,52,61
2016,322,md,SUM,0,0,0,268,184,84,0,9,259,83,101
2016,322,wt,N,0,0,0,128,53,75,0,25,103,5,48
2016,322,wt,R,0,0,0,691,283,405,3,47,644,52,231
2016,322,wt,SUM,0,0,0,818,336,480,3,72,746,56,279
2016,323,all_deer,N,0,0,0,28,23,6,0,6,23,6,17
2016,323,all_deer,R,0,0,0,61,58,0,3,0,61,46,12
2016,323,all_deer,SUM,0,0,0,89,81,6,3,6,84,51,29
2016,323,md,N,0,0,0,25,20,6,0,6,20,6,14
2016,323,md,R,0,0,0,55,55,0,0,0,55,46,9
2016,323,md,SUM,0,0,0,80,75,6,0,6,75,51,23
2016,323,wt,N,0,0,0,3,3,0,0,0,3,0,3
2016,323,wt,R,0,0,0,6,3,0,3,0,6,0,3
2016,323,wt,SUM,0,0,0,9,6,0,3,0,9,0,6
2016,324,all_deer,N,0,0,0,32,14,18,0,3,30,6,9
2016,324,all_deer,R,0,0,0,75,45,21,9,6,69,10,34
2016,324,all_deer,SUM,0,0,0,107,59,39,9,9,98,16,43
2016,324,md,N,0,0,0,11,6,6,0,3,9,6,0
2016,324,md,R,0,0,0,29,26,0,3,0,29,10,16
2016,324,md,SUM,0,0,0,41,32,6,3,3,38,16,16
2016,324,wt,N,0,0,0,21,9,13,0,0,21,0,9
2016,324,wt,R,0,0,0,45,18,21,6,6,39,0,18
2016,324,wt,SUM,0,0,0,66,27,34,6,6,60,0,27
2016,325,all_deer,N,0,0,0,183,128,53,3,6,177,62,65
2016,325,all_deer,R,0,0,0,590,319,265,6,40,550,161,159
2016,325,all_deer,SUM,0,0,0,774,447,318,9,46,728,223,224
2016,325,md,N,0,0,0,136,111,25,0,3,133,62,48
2016,325,md,R,0,0,0,298,191,101,6,3,295,142,49
2016,325,md,SUM,0,0,0,434,302,126,6,6,428,205,97
2016,325,wt,N,0,0,0,47,17,27,3,3,44,0,17
2016,325,wt,R,0,0,0,292,128,164,0,37,255,18,110
2016,325,wt,SUM,0,0,0,340,145,192,3,40,300,18,127
2016,326,all_deer,N,0,0,0,44,26,18,0,0,44,15,11
2016,326,all_deer,R,0,0,0,191,129,62,0,0,191,59,70
2016,326,all_deer,SUM,0,0,0,235,155,80,0,0,235,73,81
2016,326,md,N,0,0,0,29,20,9,0,0,29,15,6
2016,326,md,R,0,0,0,99,87,12,0,0,99,50,38
2016,326,md,SUM,0,0,0,128,107,21,0,0,128,64,43
2016,326,wt,N,0,0,0,15,6,9,0,0,15,0,6
2016,326,wt,R,0,0,0,92,42,50,0,0,92,9,33
2016,326,wt,SUM,0,0,0,107,47,59,0,0,107,9,38
2016,327,all_deer,N,0,0,0,40,37,3,0,6,34,17,20
2016,327,all_deer,R,0,0,0,47,28,19,0,10,37,6,21
2016,327,all_deer,SUM,0,0,0,86,64,22,0,16,71,23,41
2016,327,md,N,0,0,0,31,31,0,0,6,25,17,14
2016,327,md,R,0,0,0,34,21,13,0,10,24,6,15
2016,327,md,SUM,0,0,0,65,53,13,0,16,50,23,29
2016,327,wt,N,0,0,0,9,6,3,0,0,9,0,6
2016,327,wt,R,0,0,0,12,6,6,0,0,12,0,6
2016,327,wt,SUM,0,0,0,21,12,9,0,0,21,0,12
2016,328,all_deer,N,0,0,0,23,20,3,0,0,23,17,3
2016,328,all_deer,R,0,0,0,46,37,9,0,3,43,18,18
2016,328,all_deer,SUM,0,0,0,68,56,12,0,3,65,35,21
2016,328,md,N,0,0,0,23,20,3,0,0,23,17,3
2016,328,md,R,0,0,0,37,34,3,0,3,34,18,15
2016,328,md,SUM,0,0,0,59,53,6,0,3,56,35,18
2016,328,wt,N,0,0,0,0,0,0,0,0,0,0,0
2016,328,wt,R,0,0,0,9,3,6,0,0,9,0,3
2016,328,wt,SUM,0,0,0,9,3,6,0,0,9,0,3
2016,329,all_deer,N,0,0,0,82,41,41,0,15,68,23,19
2016,329,all_deer,R,0,0,0,216,100,113,3,13,203,47,53
2016,329,all_deer,SUM,0,0,0,298,141,154,3,28,271,70,71
2016,329,md,N,0,0,0,65,30,34,0,15,50,23,7
2016,329,md,R,0,0,0,145,70,71,3,10,135,47,23
2016,329,md,SUM,0,0,0,209,101,105,3,25,184,70,30
2016,329,wt,N,0,0,0,18,11,6,0,0,18,0,11
2016,329,wt,R,0,0,0,72,29,42,0,3,69,0,29
2016,329,wt,SUM,0,0,0,89,41,48,0,3,86,0,41
2016,330,all_deer,N,0,0,0,119,91,26,3,9,111,42,48
2016,330,all_deer,R,0,0,0,271,152,114,4,9,262,58,94
2016,330,all_deer,SUM,0,0,0,390,243,140,7,18,373,100,143
2016,330,md,N,0,0,0,91,68,20,3,6,85,40,28
2016,330,md,R,0,0,0,119,101,18,0,3,116,46,55
2016,330,md,SUM,0,0,0,209,168,38,3,9,201,85,83
2016,330,wt,N,0,0,0,29,23,6,0,3,26,3,20
2016,330,wt,R,0,0,0,152,52,96,4,6,146,12,40
2016,330,wt,SUM,0,0,0,181,74,102,4,9,172,15,59
2016,331,all_deer,N,0,0,0,121,85,33,3,3,117,34,51
2016,331,all_deer,R,0,0,0,535,308,224,3,27,508,193,115
2016,331,all_deer,SUM,0,0,0,656,394,257,6,30,626,227,167
2016,331,md,N,0,0,0,61,44,14,3,0,61,23,22
2016,331,md,R,0,0,0,363,232,128,3,12,351,178,54
2016,331,md,SUM,0,0,0,424,277,142,6,12,412,201,76
2016,331,wt,N,0,0,0,59,41,19,0,3,56,11,30
2016,331,wt,R,0,0,0,172,76,96,0,15,157,15,61
2016,331,wt,SUM,0,0,0,232,117,114,0,18,213,27,91
2016,332,all_deer,N,0,0,0,11,8,3,0,3,8,8,0
2016,332,all_deer,R,0,0,0,76,55,21,0,15,61,37,18
2016,332,all_deer,SUM,0,0,0,87,63,24,0,18,69,44,18
2016,332,md,N,0,0,0,8,8,0,0,3,5,8,0
2016,332,md,R,0,0,0,55,46,9,0,12,43,37,9
2016,332,md,SUM,0,0,0,62,53,9,0,15,47,44,9
2016,332,wt,N,0,0,0,3,0,3,0,0,3,0,0
2016,332,wt,R,0,0,0,21,9,12,0,3,18,0,9
2016,332,wt,SUM,0,0,0,24,9,15,0,3,21,0,9
2016,333,all_deer,N,0,0,0,111,56,55,0,9,102,14,41
2016,333,all_deer,R,0,0,0,919,468,443,7,78,841,171,298
2016,333,all_deer,SUM,0,0,0,1029,524,498,7,87,943,185,339
2016,333,md,N,0,0,0,31,25,6,0,6,25,14,11
2016,333,md,R,0,0,0,244,165,79,0,3,241,101,64
2016,333,md,SUM,0,0,0,275,190,85,0,9,266,115,75
2016,333,wt,N,0,0,0,79,30,49,0,3,77,0,30
2016,333,wt,R,0,0,0,675,303,364,7,75,600,70,234
2016,333,wt,SUM,0,0,0,754,333,414,7,78,676,70,264
2016,334,all_deer,N,0,0,0,9,9,0,0,6,3,6,3
2016,334,all_deer,R,0,0,0,38,32,6,0,12,26,15,17
2016,334,all_deer,SUM,0,0,0,47,41,6,0,18,29,21,20
2016,334,md,N,0,0,0,9,9,0,0,6,3,6,3
2016,334,md,R,0,0,0,38,32,6,0,12,26,15,17
2016,334,md,SUM,0,0,0,47,41,6,0,18,29,21,20
2016,335,all_deer,N,0,0,0,17,12,5,0,0,17,4,8
2016,335,all_deer,R,0,0,0,233,162,66,5,13,220,96,66
2016,335,all_deer,SUM,0,0,0,250,174,71,5,13,237,100,74
2016,335,md,N,0,0,0,16,11,5,0,0,16,3,8
2016,335,md,R,0,0,0,191,145,45,2,10,181,90,55
2016,335,md,SUM,0,0,0,207,155,50,2,10,197,93,62
2016,335,wt,N,0,0,0,1,1,0,0,0,1,1,0
2016,335,wt,R,0,0,0,41,18,21,3,3,39,6,12
2016,335,wt,SUM,0,0,0,43,19,21,3,3,40,7,12
2016,339,all_deer,N,0,0,0,21,19,2,0,0,21,6,13
2016,339,all_deer,R,0,0,0,169,102,64,3,3,166,54,48
2016,339,all_deer,SUM,0,0,0,190,121,66,3,3,187,60,61
2016,339,md,N,0,0,0,18,16,2,0,0,18,6,10
2016,339,md,R,0,0,0,118,82,37,0,0,118,48,34
2016,339,md,SUM,0,0,0,136,97,39,0,0,136,54,43
2016,339,wt,N,0,0,0,3,3,0,0,0,3,0,3
2016,339,wt,R,0,0,0,51,21,27,3,3,48,6,15
2016,339,wt,SUM,0,0,0,53,24,27,3,3,51,6,18
2016,340,all_deer,N,0,0,0,135,77,59,0,26,109,43,34
2016,340,all_deer,R,0,0,0,1040,550,482,8,76,963,291,257
2016,340,all_deer,SUM,0,0,0,1175,627,540,8,102,1073,333,291
2016,340,md,N,0,0,0,43,43,0,0,0,43,34,9
2016,340,md,R,0,0,0,360,278,81,2,27,334,208,70
2016,340,md,SUM,0,0,0,403,321,81,2,27,377,242,79
2016,340,wt,N,0,0,0,93,34,59,0,26,67,9,25
2016,340,wt,R,0,0,0,679,272,401,6,50,630,82,187
2016,340,wt,SUM,0,0,0,772,306,460,6,76,696,91,212
2016,341,all_deer,N,0,0,0,18,9,9,0,0,18,3,6
2016,341,all_deer,R,0,0,0,161,116,37,8,16,145,73,43
2016,341,all_deer,SUM,0,0,0,179,124,46,8,16,163,76,48
2016,341,md,N,0,0,0,9,6,3,0,0,9,3,3
2016,341,md,R,0,0,0,106,85,18,2,0,106,61,24
2016,341,md,SUM,0,0,0,114,91,21,2,0,114,64,27
2016,341,wt,N,0,0,0,9,3,6,0,0,9,0,3
2016,341,wt,R,0,0,0,55,30,19,6,16,39,12,18
2016,341,wt,SUM,0,0,0,64,33,25,6,16,48,12,21
2016,343,all_deer,N,0,0,0,19,17,2,0,2,18,10,7
2016,343,all_deer,R,0,0,0,230,164,67,0,29,202,77,86
2016,343,all_deer,SUM,0,0,0,250,181,69,0,30,219,87,94
2016,343,md,N,0,0,0,16,14,2,0,2,15,10,5
2016,343,md,R,0,0,0,178,137,41,0,26,152,74,62
2016,343,md,SUM,0,0,0,194,151,43,0,27,167,84,67
2016,343,wt,N,0,0,0,3,3,0,0,0,3,0,3
2016,343,wt,R,0,0,0,53,27,26,0,3,50,3,24
2016,343,wt,SUM,0,0,0,55,30,26,0,3,52,3,27
2016,350,all_deer,N,0,0,0,18,9,9,0,3,15,9,0
2016,350,all_deer,R,0,0,0,174,143,31,0,18,155,113,30
2016,350,all_deer,SUM,0,0,0,192,152,40,0,21,171,121,30
2016,350,md,N,0,0,0,9,9,0,0,3,6,9,0
2016,350,md,R,0,0,0,131,116,15,0,15,116,101,15
2016,350,md,SUM,0,0,0,140,124,15,0,18,122,109,15
2016,350,wt,N,0,0,0,9,0,9,0,0,9,0,0
2016,350,wt,R,0,0,0,43,27,15,0,3,39,12,15
2016,350,wt,SUM,0,0,0,52,27,25,0,3,49,12,15
2016,360,all_deer,N,0,0,0,139,105,34,0,9,130,45,59
2016,360,all_deer,R,0,0,0,371,218,153,0,47,324,83,135
2016,360,all_deer,SUM,0,0,0,510,323,187,0,56,454,129,194
2016,360,md,N,0,0,0,79,79,0,0,9,71,37,42
2016,360,md,R,0,0,0,92,79,12,0,15,76,43,37
2016,360,md,SUM,0,0,0,171,158,12,0,24,147,80,79
2016,360,wt,N,0,0,0,60,25,34,0,0,60,9,17
2016,360,wt,R,0,0,0,280,139,141,0,32,248,41,99
2016,360,wt,SUM,0,0,0,339,165,175,0,32,307,49,116
2016,361,all_deer,N,0,0,0,17,11,6,0,3,14,9,3
2016,361,all_deer,R,0,0,0,15,6,9,0,6,9,6,0
2016,361,all_deer,SUM,0,0,0,32,17,15,0,9,23,15,3
2016,361,md,N,0,0,0,17,11,6,0,3,14,9,3
2016,361,md,R,0,0,0,12,6,6,0,6,6,6,0
2016,361,md,SUM,0,0,0,29,17,12,0,9,20,15,3
2016,361,wt,N,0,0,0,0,0,0,0,0,0,0,0
2016,361,wt,R,0,0,0,3,0,3,0,0,3,0,0
2016,361,wt,SUM,0,0,0,3,0,3,0,0,3,0,0
2016,362,all_deer,N,0,0,0,34,31,3,0,0,34,9,23
2016,362,all_deer,R,0,0,0,15,15,0,0,0,15,3,12
2016,362,all_deer,SUM,0,0,0,50,46,3,0,0,50,12,35
2016,362,md,N,0,0,0,25,25,0,0,0,25,6,20
2016,362,md,R,0,0,0,12,12,0,0,0,12,3,9
2016,362,md,SUM,0,0,0,38,38,0,0,0,38,9,29
2016,362,wt,N,0,0,0,9,6,3,0,0,9,3,3
2016,362,wt,R,0,0,0,3,3,0,0,0,3,0,3
2016,362,wt,SUM,0,0,0,12,9,3,0,0,12,3,6
2016,370,all_deer,N,0,0,0,10,7,3,0,3,7,2,6
2016,370,all_deer,R,0,0,0,67,67,0,0,0,67,34,34
2016,370,all_deer,SUM,0,0,0,77,75,3,0,3,75,35,39
2016,370,md,N,0,0,0,10,7,3,0,3,7,2,6
2016,370,md,R,0,0,0,55,55,0,0,0,55,28,28
2016,370,md,SUM,0,0,0,65,62,3,0,3,62,29,33
2016,370,wt,N,0,0,0,0,0,0,0,0,0,0,0
2016,370,wt,R,0,0,0,12,12,0,0,0,12,6,6
2016,370,wt,SUM,0,0,0,12,12,0,0,0,12,6,6
2016,380,all_deer,N,0,0,0,56,47,9,0,6,50,22,25
2016,380,all_deer,R,0,0,0,922,586,324,12,65,857,337,249
2016,380,all_deer,SUM,0,0,0,978,633,333,12,71,907,359,274
2016,380,md,N,0,0,0,27,27,0,0,0,27,12,15
2016,380,md,R,0,0,0,418,355,63,0,13,405,255,100
2016,380,md,SUM,0,0,0,445,382,63,0,13,432,267,115
2016,380,wt,N,0,0,0,30,20,9,0,6,24,10,10
2016,380,wt,R,0,0,0,503,231,261,12,52,451,82,149
2016,380,wt,SUM,0,0,0,533,251,270,12,58,475,92,159
2016,388,all_deer,N,0,0,0,17,14,3,0,1,15,0,14
2016,388,all_deer,R,0,0,0,263,130,133,0,17,246,67,63
2016,388,all_deer,SUM,0,0,0,280,144,135,0,18,261,67,77
2016,388,md,N,0,0,0,13,11,1,0,0,13,0,11
2016,388,md,R,0,0,0,99,52,47,0,8,91,37,15
2016,388,md,SUM,0,0,0,112,63,48,0,8,103,37,27
2016,388,wt,N,0,0,0,4,3,1,0,1,3,0,3
2016,388,wt,R,0,0,0,164,78,86,0,9,155,30,48
2016,388,wt,SUM,0,0,0,168,81,87,0,10,158,30,51
2016,390,all_deer,N,0,0,0,31,29,3,0,3,29,6,23
2016,390,all_deer,R,0,0,0,153,88,65,0,3,150,34,54
