License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves
2018,350,SUM,2,4,2,2,2,0,0,
2018,380,R,6,92,15,5,4,1,0,
2018,380,SUM,6,92,15,5,4,1,0,
2018,382,R,2,18,9,2,2,0,0,
2018,382,SUM,2,18,9,2,2,0,0,
2018,390,R,2,20,10,2,2,0,0,
2018,390,SUM,2,20,10,2,2,0,0,
2018,398,N,1,12,12,0,0,0,0,
2018,398,R,4,53,13,1,1,0,0,
2018,398,SUM,5,65,13,1,1,0,0,
2018,399,N,0,0,0,0,0,0,0,
2018,399,R,3,6,2,3,3,0,0,
2018,399,SUM,3,6,2,3,3,0,0,
2018,401,R,2,2,1,2,2,0,0,
2018,401,SUM,2,2,1,2,2,0,0,
2018,415,R,0,0,0,0,0,0,0,
2018,415,SUM,0,0,0,0,0,0,0,
2018,441,R,1,30,30,1,1,0,0,
2018,441,SUM,1,30,30,1,1,0,0,
2018,494,R,4,37,9,4,3,1,0,
2018,494,SUM,4,37,9,4,3,1,0,
2018,496,R,4,40,10,3,1,0,1,
2018,496,SUM,4,40,10,3,1,0,1,
2018,513,R,1,14,14,1,1,0,0,
2018,513,SUM,1,14,14,1,1,0,0,
2018,514,R,6,49,8,6,6,0,0,
2018,514,SUM,6,49,8,6,6,0,0,
2018,516,R,2,8,4,2,2,0,0,
2018,516,SUM,2,8,4,2,2,0,0,
2018,600,R,6,62,10,5,5,0,0,
2018,600,SUM,6,62,10,5,5,0,0,
2018,Reg_1,N,5,43,9,4,4,0,0,
2018,Reg_1,R,105,1773,17,63,63,0,0,
2018,Reg_1,SUM,110,1816,17,67,67,0,0,
2018,Reg_2,R,31,454,15,24,22,2,0,
2018,Reg_2,SUM,31,454,15,24,22,2,0,
2018,Reg_3,N,6,37,6,4,4,0,0,
2018,Reg_3,R,147,1254,9,128,103,22,3,
2018,Reg_3,SUM,153,1291,8,132,107,22,3,
2018,Reg_4,R,11,109,10,10,7,1,1,
2018,Reg_4,SUM,11,109,10,10,7,1,1,
2018,Reg_5,R,9,71,8,9,9,0,0,
2018,Reg_5,SUM,9,71,8,9,9,0,0,
2018,Reg_6,R,6,62,10,5,5,0,0,
2018,Reg_6,SUM,6,62,10,5,5,0,0,
2018,State,N,11,80,7,8,8,0,0,
2018,State,R,310,3739,12,238,208,25,5,
2018,State,SUM,321,3819,12,246,216,25,5,
